item_1,item_2,frequency
ITEM_1560,ITEM_4326,1
ITEM_3621,ITEM_3785,1
ITEM_3090,ITEM_4538,1
ITEM_2086,ITEM_2368,1
ITEM_2654,ITEM_2814,1
ITEM_1326,ITEM_3992,1
ITEM_568,ITEM_785,1
ITEM_4523,ITEM_537,1
ITEM_1568,ITEM_3164,1
ITEM_1524,ITEM_2728,1
ITEM_1982,ITEM_253,1
ITEM_2262,ITEM_4351,1
ITEM_2769,ITEM_3343,1
ITEM_4577,ITEM_879,1
ITEM_3354,ITEM_3748,1
ITEM_2460,ITEM_3452,1
ITEM_2287,ITEM_2743,1
ITEM_1900,ITEM_4522,1
ITEM_2306,ITEM_814,1
ITEM_1365,ITEM_2552,1
ITEM_3373,ITEM_3460,1
ITEM_1191,ITEM_1216,1
ITEM_1714,ITEM_1835,1
ITEM_1041,ITEM_1450,1
ITEM_2611,ITEM_4522,1
ITEM_1815,ITEM_2962,1
ITEM_162,ITEM_2734,1
ITEM_3297,ITEM_3342,1
ITEM_24,ITEM_4379,1
ITEM_2487,ITEM_458,1
ITEM_1892,ITEM_2537,1
ITEM_3336,ITEM_4301,1
ITEM_1903,ITEM_4424,1
ITEM_4556,ITEM_4704,1
ITEM_2747,ITEM_4723,1
ITEM_661,ITEM_960,1
ITEM_1294,ITEM_4819,1
ITEM_4885,ITEM_782,1
ITEM_176,ITEM_1809,1
ITEM_1356,ITEM_3201,1
ITEM_109,ITEM_2876,1
ITEM_4245,ITEM_4763,1
ITEM_1355,ITEM_2799,1
ITEM_4844,ITEM_736,1
ITEM_2524,ITEM_2644,1
ITEM_1847,ITEM_2829,1
ITEM_1803,ITEM_2094,1
ITEM_2011,ITEM_522,1
ITEM_3296,ITEM_3881,1
ITEM_1874,ITEM_2269,1
ITEM_1727,ITEM_787,1
ITEM_2052,ITEM_2503,1
ITEM_1585,ITEM_4635,1
ITEM_2493,ITEM_2552,2
ITEM_3451,ITEM_4028,1
ITEM_1257,ITEM_4114,1
ITEM_1968,ITEM_4631,1
ITEM_3775,ITEM_4271,1
ITEM_1677,ITEM_3320,1
ITEM_1726,ITEM_904,1
ITEM_1794,ITEM_721,1
ITEM_1804,ITEM_4246,1
ITEM_2601,ITEM_4066,1
ITEM_3910,ITEM_552,1
ITEM_2117,ITEM_881,1
ITEM_3770,ITEM_4263,1
ITEM_252,ITEM_2646,1
ITEM_1122,ITEM_2557,1
ITEM_2620,ITEM_850,1
ITEM_3762,ITEM_4384,1
ITEM_1878,ITEM_3785,1
ITEM_1346,ITEM_2603,1
ITEM_2628,ITEM_585,1
ITEM_3836,ITEM_928,1
ITEM_4172,ITEM_806,1
ITEM_3321,ITEM_4693,1
ITEM_36,ITEM_384,1
ITEM_1254,ITEM_4475,1
ITEM_2149,ITEM_4809,1
ITEM_2142,ITEM_3170,1
ITEM_2101,ITEM_393,1
ITEM_2441,ITEM_4588,1
ITEM_2703,ITEM_4533,1
ITEM_3742,ITEM_4390,1
ITEM_4672,ITEM_468,1
ITEM_359,ITEM_3671,1
ITEM_1992,ITEM_360,1
ITEM_2455,ITEM_492,1
ITEM_379,ITEM_4862,1
ITEM_534,ITEM_682,1
ITEM_2428,ITEM_4847,1
ITEM_1242,ITEM_1484,1
ITEM_1242,ITEM_3900,1
ITEM_2630,ITEM_4727,1
ITEM_177,ITEM_3833,1
ITEM_1881,ITEM_4379,1
ITEM_2327,ITEM_3353,1
ITEM_4369,ITEM_829,1
ITEM_1846,ITEM_1850,1
ITEM_1616,ITEM_2684,1
ITEM_2394,ITEM_3730,1
ITEM_2467,ITEM_3096,1
ITEM_4111,ITEM_466,1
ITEM_1415,ITEM_3072,1
ITEM_1930,ITEM_3666,1
ITEM_1561,ITEM_3351,1
ITEM_3856,ITEM_809,1
ITEM_2244,ITEM_2528,1
ITEM_366,ITEM_4992,1
ITEM_441,ITEM_4979,1
ITEM_1366,ITEM_309,1
ITEM_405,ITEM_960,1
ITEM_4643,ITEM_4867,1
ITEM_2230,ITEM_3585,1
ITEM_1272,ITEM_1332,1
ITEM_4060,ITEM_99,1
ITEM_355,ITEM_826,1
ITEM_2428,ITEM_437,1
ITEM_1877,ITEM_2365,1
ITEM_1550,ITEM_2068,1
ITEM_4273,ITEM_4292,1
ITEM_1708,ITEM_883,1
ITEM_1793,ITEM_2834,1
ITEM_2305,ITEM_334,1
ITEM_3279,ITEM_46,1
ITEM_2388,ITEM_562,1
ITEM_1298,ITEM_699,1
ITEM_2954,ITEM_381,1
ITEM_1272,ITEM_811,1
ITEM_3930,ITEM_4513,1
ITEM_4164,ITEM_4482,1
ITEM_1856,ITEM_3540,1
ITEM_2562,ITEM_4942,1
ITEM_346,ITEM_4598,1
ITEM_3164,ITEM_503,1
ITEM_1372,ITEM_603,1
ITEM_163,ITEM_2766,1
ITEM_2681,ITEM_4667,1
ITEM_130,ITEM_4457,1
ITEM_1048,ITEM_378,1
ITEM_1136,ITEM_4125,1
ITEM_2570,ITEM_4522,1
ITEM_3125,ITEM_4782,1
ITEM_2199,ITEM_2927,1
ITEM_1761,ITEM_1865,1
ITEM_1480,ITEM_405,1
ITEM_2901,ITEM_314,1
ITEM_2573,ITEM_2998,1
ITEM_3224,ITEM_4342,1
ITEM_2767,ITEM_429,1
ITEM_3037,ITEM_4709,1
ITEM_2499,ITEM_536,1
ITEM_3529,ITEM_4261,1
ITEM_3296,ITEM_433,1
ITEM_203,ITEM_3536,1
ITEM_2945,ITEM_3149,1
ITEM_195,ITEM_841,1
ITEM_1841,ITEM_1896,1
ITEM_4378,ITEM_4989,1
ITEM_2538,ITEM_3966,1
ITEM_2342,ITEM_89,1
ITEM_2853,ITEM_4556,1
ITEM_1041,ITEM_4006,1
ITEM_1305,ITEM_76,1
ITEM_1990,ITEM_232,1
ITEM_4542,ITEM_956,1
ITEM_2165,ITEM_3750,1
ITEM_129,ITEM_2519,1
ITEM_568,ITEM_617,1
ITEM_155,ITEM_4549,1
ITEM_2238,ITEM_3313,1
ITEM_2884,ITEM_4505,1
ITEM_2348,ITEM_4146,1
ITEM_2259,ITEM_2992,1
ITEM_2280,ITEM_4484,1
ITEM_2507,ITEM_526,1
ITEM_1110,ITEM_2205,1
ITEM_1775,ITEM_2879,1
ITEM_2262,ITEM_3148,1
ITEM_2726,ITEM_3919,1
ITEM_2009,ITEM_937,1
ITEM_1655,ITEM_2881,1
ITEM_3137,ITEM_4302,1
ITEM_1881,ITEM_4437,1
ITEM_1888,ITEM_2324,1
ITEM_103,ITEM_3516,1
ITEM_3588,ITEM_4734,1
ITEM_1821,ITEM_795,1
ITEM_3134,ITEM_3719,2
ITEM_1324,ITEM_3169,1
ITEM_1331,ITEM_1783,1
ITEM_3272,ITEM_3730,1
ITEM_2843,ITEM_3416,1
ITEM_2718,ITEM_2867,1
ITEM_3410,ITEM_427,1
ITEM_474,ITEM_895,1
ITEM_3059,ITEM_3589,1
ITEM_3704,ITEM_51,1
ITEM_1677,ITEM_4965,1
ITEM_2900,ITEM_68,1
ITEM_405,ITEM_4699,1
ITEM_2397,ITEM_64,1
ITEM_2100,ITEM_4618,1
ITEM_2409,ITEM_584,1
ITEM_1860,ITEM_3927,1
ITEM_1803,ITEM_4193,1
ITEM_2515,ITEM_3231,1
ITEM_3758,ITEM_54,1
ITEM_3752,ITEM_3754,1
ITEM_1288,ITEM_2966,1
ITEM_1014,ITEM_3346,1
ITEM_1985,ITEM_4945,1
ITEM_1780,ITEM_2278,1
ITEM_1798,ITEM_4292,1
ITEM_2169,ITEM_2641,1
ITEM_1877,ITEM_3298,1
ITEM_2025,ITEM_2590,1
