item_1,item_2,frequency
ITEM_2459,ITEM_43,1
ITEM_3486,ITEM_4672,1
ITEM_2523,ITEM_2934,1
ITEM_3548,ITEM_4120,1
ITEM_1010,ITEM_1993,1
ITEM_1945,ITEM_913,1
ITEM_3755,ITEM_3917,1
ITEM_2826,ITEM_3044,1
ITEM_1309,ITEM_2801,1
ITEM_1345,ITEM_2789,1
ITEM_2950,ITEM_4743,1
ITEM_4411,ITEM_58,1
ITEM_1867,ITEM_3128,1
ITEM_4620,ITEM_4975,1
ITEM_1559,ITEM_3035,1
ITEM_1947,ITEM_2124,1
ITEM_1586,ITEM_3468,1
ITEM_4140,ITEM_4239,1
ITEM_1916,ITEM_636,1
ITEM_1068,ITEM_1636,1
ITEM_1030,ITEM_3161,1
ITEM_1126,ITEM_4035,1
ITEM_1225,ITEM_2064,1
ITEM_3979,ITEM_4848,1
ITEM_1535,ITEM_1683,1
ITEM_230,ITEM_2734,1
ITEM_2300,ITEM_4483,1
ITEM_2555,ITEM_2852,1
ITEM_3329,ITEM_4683,1
ITEM_1708,ITEM_3626,1
ITEM_571,ITEM_696,1
ITEM_3266,ITEM_692,1
ITEM_2623,ITEM_4435,1
ITEM_4523,ITEM_4855,1
ITEM_2192,ITEM_4563,1
ITEM_1460,ITEM_3913,1
ITEM_2009,ITEM_2258,1
ITEM_1983,ITEM_2658,1
ITEM_2345,ITEM_4826,1
ITEM_2397,ITEM_2538,1
ITEM_2366,ITEM_2658,1
ITEM_1235,ITEM_3485,1
ITEM_2152,ITEM_3508,1
ITEM_1097,ITEM_4328,1
ITEM_1069,ITEM_934,1
ITEM_2632,ITEM_457,1
ITEM_2196,ITEM_904,1
ITEM_3309,ITEM_4226,1
ITEM_3193,ITEM_460,1
ITEM_1938,ITEM_2767,1
ITEM_3679,ITEM_4276,1
ITEM_1940,ITEM_2369,2
ITEM_3063,ITEM_524,1
ITEM_1502,ITEM_3194,1
ITEM_4204,ITEM_877,1
ITEM_1423,ITEM_2501,1
ITEM_1333,ITEM_3940,1
ITEM_1825,ITEM_2958,1
ITEM_4341,ITEM_525,1
ITEM_1907,ITEM_4865,1
ITEM_2953,ITEM_3627,1
ITEM_1967,ITEM_4285,1
