item_1,item_2,frequency
ITEM_1807,ITEM_869,1
ITEM_1267,ITEM_4289,1
ITEM_2174,ITEM_2614,1
ITEM_1217,ITEM_424,1
ITEM_1116,ITEM_3758,1
ITEM_1033,ITEM_1999,1
ITEM_3098,ITEM_3814,1
ITEM_1213,ITEM_3662,1
ITEM_2543,ITEM_4307,1
ITEM_2778,ITEM_620,1
ITEM_1851,ITEM_2776,1
ITEM_2376,ITEM_3111,1
ITEM_1171,ITEM_4938,1
ITEM_33,ITEM_4699,1
ITEM_4063,ITEM_633,1
ITEM_1033,ITEM_2335,1
ITEM_2891,ITEM_4374,1
ITEM_1148,ITEM_2529,1
ITEM_1143,ITEM_1732,1
ITEM_1932,ITEM_3884,1
ITEM_1201,ITEM_1357,1
ITEM_1714,ITEM_2226,1
ITEM_2785,ITEM_4686,1
ITEM_3498,ITEM_408,1
ITEM_2155,ITEM_3839,1
ITEM_2772,ITEM_4748,1
ITEM_1527,ITEM_504,1
ITEM_1912,ITEM_3019,1
ITEM_1003,ITEM_477,1
ITEM_1660,ITEM_202,1
ITEM_2974,ITEM_3524,1
ITEM_3779,ITEM_4918,1
ITEM_2612,ITEM_3493,1
ITEM_1786,ITEM_3968,1
ITEM_2165,ITEM_3656,1
ITEM_2782,ITEM_3001,1
ITEM_1821,ITEM_1965,1
ITEM_114,ITEM_4431,1
ITEM_1576,ITEM_802,1
ITEM_1248,ITEM_826,1
ITEM_1270,ITEM_4731,1
ITEM_1178,ITEM_4116,1
ITEM_2207,ITEM_536,1
ITEM_1288,ITEM_2876,1
ITEM_3642,ITEM_552,1
ITEM_1121,ITEM_2569,1
ITEM_4640,ITEM_4655,1
ITEM_2017,ITEM_251,1
ITEM_4888,ITEM_959,1
ITEM_1917,ITEM_4622,1
ITEM_2503,ITEM_2703,1
ITEM_4439,ITEM_4828,1
ITEM_2920,ITEM_3916,1
ITEM_1335,ITEM_2020,1
ITEM_110,ITEM_3450,1
ITEM_4006,ITEM_4758,1
ITEM_1657,ITEM_3490,1
ITEM_1247,ITEM_1455,1
ITEM_188,ITEM_4229,1
ITEM_2863,ITEM_4187,1
ITEM_1667,ITEM_4490,1
ITEM_1662,ITEM_831,1
ITEM_2929,ITEM_568,1
ITEM_1058,ITEM_4719,1
ITEM_29,ITEM_4795,1
ITEM_1544,ITEM_4335,1
ITEM_3597,ITEM_4476,1
ITEM_1839,ITEM_914,1
ITEM_1211,ITEM_2564,1
ITEM_2016,ITEM_3140,1
ITEM_2172,ITEM_852,1
ITEM_1130,ITEM_1481,1
ITEM_2923,ITEM_4890,1
ITEM_1496,ITEM_162,1
ITEM_3665,ITEM_854,1
