item_1,item_2,frequency
ITEM_2376,ITEM_423,1
ITEM_2954,ITEM_3819,1
ITEM_3992,ITEM_4635,1
ITEM_1851,ITEM_2265,1
ITEM_3823,ITEM_651,1
ITEM_1778,ITEM_3722,1
ITEM_2141,ITEM_4824,1
ITEM_3664,ITEM_564,1
ITEM_685,ITEM_834,1
ITEM_1843,ITEM_663,1
ITEM_1098,ITEM_4911,1
ITEM_314,ITEM_527,1
ITEM_3952,ITEM_4006,1
ITEM_2140,ITEM_2349,1
ITEM_2003,ITEM_84,1
ITEM_2889,ITEM_3044,1
ITEM_3910,ITEM_3927,1
ITEM_4947,ITEM_715,1
ITEM_1824,ITEM_57,1
ITEM_2210,ITEM_744,1
ITEM_3123,ITEM_4613,1
ITEM_3796,ITEM_3881,1
ITEM_1236,ITEM_4965,1
ITEM_1123,ITEM_4425,1
ITEM_327,ITEM_649,1
ITEM_3667,ITEM_3888,1
ITEM_3604,ITEM_4139,1
ITEM_4234,ITEM_589,1
ITEM_3944,ITEM_4940,1
ITEM_1503,ITEM_1557,1
ITEM_3002,ITEM_510,1
ITEM_2422,ITEM_3146,1
ITEM_4677,ITEM_4833,1
ITEM_1274,ITEM_3661,1
ITEM_4098,ITEM_4846,1
ITEM_3345,ITEM_573,1
ITEM_3749,ITEM_4032,1
ITEM_1146,ITEM_1958,1
ITEM_1914,ITEM_2926,1
ITEM_1463,ITEM_2982,1
ITEM_1742,ITEM_3016,1
ITEM_143,ITEM_4812,1
ITEM_1454,ITEM_2004,1
ITEM_3907,ITEM_3946,1
ITEM_1630,ITEM_686,1
ITEM_1780,ITEM_2430,1
ITEM_2360,ITEM_2665,1
ITEM_1755,ITEM_2950,1
ITEM_1544,ITEM_3469,1
ITEM_3615,ITEM_4184,1
ITEM_2459,ITEM_4049,1
ITEM_2974,ITEM_4746,1
ITEM_1685,ITEM_3101,1
ITEM_2072,ITEM_896,1
ITEM_4381,ITEM_4880,1
ITEM_4424,ITEM_489,1
ITEM_1801,ITEM_2852,1
ITEM_2991,ITEM_344,1
ITEM_455,ITEM_4721,1
ITEM_1635,ITEM_865,1
ITEM_1417,ITEM_4806,1
ITEM_4710,ITEM_922,1
ITEM_313,ITEM_4199,1
ITEM_1580,ITEM_2072,1
ITEM_4010,ITEM_770,1
ITEM_1645,ITEM_2812,1
ITEM_4825,ITEM_4967,1
ITEM_1932,ITEM_3987,2
ITEM_2153,ITEM_4836,1
ITEM_2264,ITEM_3159,1
ITEM_687,ITEM_948,1
ITEM_138,ITEM_3190,1
ITEM_1751,ITEM_2871,1
ITEM_2481,ITEM_3518,1
ITEM_1819,ITEM_2746,1
ITEM_1331,ITEM_3353,1
ITEM_2417,ITEM_910,1
ITEM_176,ITEM_1813,1
ITEM_2847,ITEM_3556,1
ITEM_2280,ITEM_3610,1
ITEM_3589,ITEM_3946,1
ITEM_2248,ITEM_2904,1
ITEM_159,ITEM_4598,1
ITEM_2621,ITEM_3982,1
ITEM_2598,ITEM_3220,1
ITEM_3426,ITEM_495,1
ITEM_1186,ITEM_466,1
ITEM_3474,ITEM_887,1
ITEM_1789,ITEM_3658,1
ITEM_3493,ITEM_4648,1
ITEM_2765,ITEM_3148,1
ITEM_3149,ITEM_3558,1
ITEM_142,ITEM_287,1
ITEM_3391,ITEM_3989,1
ITEM_3315,ITEM_63,1
ITEM_1010,ITEM_382,1
ITEM_2564,ITEM_4780,1
ITEM_1839,ITEM_465,1
ITEM_1080,ITEM_91,1
ITEM_1649,ITEM_462,1
ITEM_3106,ITEM_959,1
ITEM_1057,ITEM_2574,1
ITEM_1288,ITEM_4120,1
ITEM_3225,ITEM_605,1
ITEM_219,ITEM_3933,1
ITEM_2017,ITEM_3158,1
ITEM_4753,ITEM_89,1
ITEM_2860,ITEM_2889,1
ITEM_2300,ITEM_3043,1
ITEM_2762,ITEM_4049,1
ITEM_3965,ITEM_4534,1
ITEM_3905,ITEM_4006,1
ITEM_1307,ITEM_932,1
ITEM_1377,ITEM_1589,1
ITEM_2025,ITEM_2429,1
ITEM_3315,ITEM_4831,1
ITEM_4296,ITEM_459,1
ITEM_3825,ITEM_4134,1
ITEM_3523,ITEM_583,1
ITEM_2148,ITEM_3374,1
ITEM_4252,ITEM_742,1
ITEM_2189,ITEM_3150,1
ITEM_1540,ITEM_99,1
ITEM_1444,ITEM_1727,1
ITEM_1244,ITEM_2977,1
ITEM_3330,ITEM_4039,1
ITEM_3165,ITEM_4568,1
ITEM_2907,ITEM_4162,1
ITEM_1514,ITEM_4845,1
ITEM_285,ITEM_4946,1
ITEM_3579,ITEM_976,1
ITEM_1472,ITEM_3691,1
ITEM_2537,ITEM_3950,1
ITEM_2821,ITEM_4039,1
ITEM_2642,ITEM_4957,1
ITEM_2915,ITEM_730,1
ITEM_2581,ITEM_3481,1
ITEM_1743,ITEM_462,1
ITEM_2062,ITEM_2151,1
ITEM_2408,ITEM_2562,1
ITEM_1544,ITEM_728,1
ITEM_1324,ITEM_3597,1
ITEM_1586,ITEM_2850,1
ITEM_2521,ITEM_4868,1
ITEM_1466,ITEM_3063,1
ITEM_1409,ITEM_3762,1
ITEM_1150,ITEM_2812,1
ITEM_3538,ITEM_4765,1
ITEM_2815,ITEM_2847,1
ITEM_1308,ITEM_3745,1
