item_1,item_2,frequency
ITEM_1297,ITEM_57,1
ITEM_120,ITEM_4236,1
ITEM_1267,ITEM_3300,1
ITEM_1755,ITEM_3034,1
ITEM_1437,ITEM_4849,1
ITEM_2264,ITEM_3650,1
ITEM_118,ITEM_3744,1
ITEM_2897,ITEM_3133,1
ITEM_4392,ITEM_4967,1
ITEM_1549,ITEM_526,1
ITEM_1197,ITEM_1780,1
ITEM_1387,ITEM_2485,1
ITEM_3235,ITEM_956,1
ITEM_1570,ITEM_4947,1
ITEM_2047,ITEM_2680,1
ITEM_4033,ITEM_542,1
ITEM_3183,ITEM_4869,1
ITEM_3772,ITEM_678,1
ITEM_3175,ITEM_4589,1
ITEM_168,ITEM_3044,1
ITEM_127,ITEM_3731,1
ITEM_2892,ITEM_4794,1
ITEM_3790,ITEM_4089,1
ITEM_2255,ITEM_241,1
ITEM_2693,ITEM_72,1
ITEM_4579,ITEM_991,1
ITEM_1406,ITEM_4327,1
ITEM_4438,ITEM_4692,1
ITEM_2192,ITEM_4228,1
ITEM_1381,ITEM_1942,1
ITEM_1079,ITEM_3909,2
ITEM_3550,ITEM_571,1
ITEM_1571,ITEM_2486,1
ITEM_1713,ITEM_925,1
ITEM_1120,ITEM_2714,1
ITEM_3094,ITEM_4617,1
ITEM_3645,ITEM_4017,1
ITEM_1314,ITEM_383,1
ITEM_1185,ITEM_1433,1
ITEM_1343,ITEM_2437,1
ITEM_2389,ITEM_2680,1
ITEM_2256,ITEM_2257,1
ITEM_4191,ITEM_670,1
ITEM_2950,ITEM_3128,1
ITEM_3679,ITEM_4881,1
ITEM_3577,ITEM_500,1
ITEM_3785,ITEM_4235,1
ITEM_1088,ITEM_2064,1
ITEM_2264,ITEM_717,1
ITEM_4264,ITEM_4517,1
ITEM_1656,ITEM_4785,1
ITEM_1455,ITEM_93,1
ITEM_1509,ITEM_4709,1
ITEM_2219,ITEM_4459,1
ITEM_4719,ITEM_4908,1
ITEM_147,ITEM_3576,1
ITEM_3141,ITEM_3367,1
ITEM_104,ITEM_4393,1
ITEM_2734,ITEM_3034,1
ITEM_2553,ITEM_3310,1
ITEM_1541,ITEM_4217,1
ITEM_1054,ITEM_1767,1
ITEM_2632,ITEM_4188,1
ITEM_2088,ITEM_243,1
ITEM_3293,ITEM_4942,1
ITEM_1987,ITEM_639,1
ITEM_2214,ITEM_2544,1
ITEM_1187,ITEM_1733,1
ITEM_2425,ITEM_2871,1
ITEM_2636,ITEM_3826,1
ITEM_1109,ITEM_3569,1
ITEM_1137,ITEM_2106,1
ITEM_2497,ITEM_2662,1
ITEM_1400,ITEM_3897,1
ITEM_3799,ITEM_4531,1
ITEM_2675,ITEM_2986,1
ITEM_4420,ITEM_4570,1
ITEM_2224,ITEM_3141,1
ITEM_1749,ITEM_3867,1
