item_1,item_2,frequency
ITEM_1217,ITEM_1255,1
ITEM_3749,ITEM_3958,1
ITEM_2789,ITEM_4557,1
ITEM_1137,ITEM_2520,1
ITEM_2308,ITEM_4379,1
ITEM_3943,ITEM_684,1
ITEM_3670,ITEM_653,1
ITEM_4787,ITEM_543,1
ITEM_2200,ITEM_4165,1
ITEM_3219,ITEM_3270,1
ITEM_2061,ITEM_2312,1
ITEM_2407,ITEM_609,1
ITEM_3324,ITEM_3462,1
ITEM_1170,ITEM_635,1
ITEM_1759,ITEM_3416,1
ITEM_1063,ITEM_2666,1
ITEM_2835,ITEM_3189,1
ITEM_1163,ITEM_1906,1
ITEM_1109,ITEM_3080,1
ITEM_1555,ITEM_2396,1
ITEM_2938,ITEM_3070,1
ITEM_2481,ITEM_2941,1
ITEM_1493,ITEM_2008,1
ITEM_2920,ITEM_4221,1
ITEM_1630,ITEM_3046,1
ITEM_2238,ITEM_3747,1
ITEM_207,ITEM_4657,1
ITEM_1662,ITEM_548,1
ITEM_2512,ITEM_3333,1
ITEM_1968,ITEM_2983,1
ITEM_1115,ITEM_1450,1
ITEM_304,ITEM_3593,1
ITEM_1736,ITEM_739,1
ITEM_1959,ITEM_564,1
ITEM_2192,ITEM_3809,1
ITEM_683,ITEM_98,1
ITEM_4064,ITEM_4826,1
ITEM_3969,ITEM_666,1
ITEM_4447,ITEM_980,1
ITEM_110,ITEM_4233,1
ITEM_3643,ITEM_3739,1
ITEM_1748,ITEM_4692,1
ITEM_2770,ITEM_3749,1
ITEM_1511,ITEM_2223,1
ITEM_1755,ITEM_3128,1
ITEM_4255,ITEM_896,1
ITEM_3747,ITEM_4514,1
ITEM_2151,ITEM_598,1
ITEM_1257,ITEM_952,1
ITEM_1992,ITEM_2593,1
ITEM_4613,ITEM_754,1
ITEM_483,ITEM_661,1
ITEM_1189,ITEM_2796,1
ITEM_1721,ITEM_251,1
ITEM_1525,ITEM_4763,1
ITEM_1414,ITEM_302,1
ITEM_1754,ITEM_4862,1
ITEM_3313,ITEM_3800,1
ITEM_1665,ITEM_902,1
ITEM_1209,ITEM_2565,1
ITEM_2472,ITEM_2548,1
ITEM_1705,ITEM_1800,1
ITEM_1528,ITEM_1831,1
ITEM_2061,ITEM_984,1
ITEM_1507,ITEM_3910,1
ITEM_1808,ITEM_3203,1
ITEM_2576,ITEM_2850,1
ITEM_154,ITEM_675,1
ITEM_1076,ITEM_4532,1
ITEM_1679,ITEM_4217,1
ITEM_1738,ITEM_2122,1
ITEM_2701,ITEM_3518,1
ITEM_1092,ITEM_1177,1
ITEM_2052,ITEM_3317,1
ITEM_1467,ITEM_3078,1
ITEM_3347,ITEM_4394,1
ITEM_3559,ITEM_4503,1
ITEM_3260,ITEM_3292,1
ITEM_1675,ITEM_2794,1
ITEM_235,ITEM_3630,1
ITEM_1192,ITEM_3840,1
ITEM_152,ITEM_3326,1
ITEM_2046,ITEM_3823,1
ITEM_2651,ITEM_418,1
ITEM_4651,ITEM_771,1
ITEM_2078,ITEM_4052,1
ITEM_1337,ITEM_1549,1
ITEM_2870,ITEM_3634,1
ITEM_3596,ITEM_911,1
