item_1,item_2,frequency
ITEM_1690,ITEM_553,1
ITEM_4354,ITEM_6,1
ITEM_1911,ITEM_4756,1
ITEM_2780,ITEM_3000,1
ITEM_487,ITEM_828,1
ITEM_4962,ITEM_639,1
ITEM_1011,ITEM_946,1
ITEM_1424,ITEM_19,1
ITEM_3098,ITEM_828,1
ITEM_3871,ITEM_4549,1
ITEM_1086,ITEM_3340,1
ITEM_2851,ITEM_4429,1
ITEM_2207,ITEM_4474,1
ITEM_2019,ITEM_4914,1
ITEM_1476,ITEM_2653,1
ITEM_2718,ITEM_3485,1
ITEM_3714,ITEM_4671,1
ITEM_211,ITEM_3789,1
ITEM_3318,ITEM_777,1
ITEM_113,ITEM_3353,1
ITEM_1503,ITEM_3374,1
ITEM_1822,ITEM_805,1
ITEM_1801,ITEM_3460,1
ITEM_1801,ITEM_1864,1
ITEM_2358,ITEM_666,1
ITEM_1415,ITEM_426,1
ITEM_3390,ITEM_4833,1
ITEM_3049,ITEM_4452,1
ITEM_1166,ITEM_4392,1
ITEM_1606,ITEM_3130,1
ITEM_1591,ITEM_4129,1
ITEM_138,ITEM_1886,1
ITEM_4910,ITEM_93,1
ITEM_1425,ITEM_2046,1
ITEM_3341,ITEM_4585,1
ITEM_3039,ITEM_972,1
ITEM_2469,ITEM_3285,1
ITEM_1823,ITEM_2424,1
ITEM_1030,ITEM_2427,1
ITEM_1651,ITEM_2339,1
ITEM_1072,ITEM_4288,1
ITEM_1632,ITEM_3648,1
ITEM_1422,ITEM_3458,1
ITEM_3024,ITEM_3872,1
ITEM_2050,ITEM_2787,1
ITEM_172,ITEM_367,1
ITEM_4804,ITEM_560,1
ITEM_2494,ITEM_2886,1
ITEM_2383,ITEM_2883,1
ITEM_139,ITEM_4483,1
ITEM_2973,ITEM_3116,1
ITEM_1806,ITEM_3996,1
ITEM_1048,ITEM_3701,1
ITEM_3996,ITEM_4845,1
ITEM_203,ITEM_641,1
ITEM_500,ITEM_787,1
ITEM_1001,ITEM_4853,1
ITEM_408,ITEM_737,1
ITEM_1950,ITEM_3934,1
ITEM_2732,ITEM_4073,1
ITEM_3904,ITEM_882,1
ITEM_2228,ITEM_2691,1
ITEM_4930,ITEM_658,1
ITEM_3,ITEM_4683,1
ITEM_1804,ITEM_3911,1
ITEM_1944,ITEM_3115,1
ITEM_3102,ITEM_3869,1
