item_1,item_2,frequency
ITEM_2742,ITEM_980,1
ITEM_1970,ITEM_4836,1
ITEM_2698,ITEM_418,1
ITEM_2466,ITEM_4709,1
ITEM_2005,ITEM_3738,1
ITEM_1641,ITEM_76,1
ITEM_3467,ITEM_3674,1
ITEM_1637,ITEM_197,1
ITEM_2826,ITEM_4019,1
ITEM_1063,ITEM_3012,1
ITEM_1276,ITEM_2184,1
ITEM_3507,ITEM_3668,1
ITEM_4465,ITEM_4643,1
ITEM_3381,ITEM_619,1
ITEM_1564,ITEM_2360,1
ITEM_1579,ITEM_3461,1
ITEM_4351,ITEM_554,1
ITEM_2575,ITEM_4159,1
ITEM_1867,ITEM_2235,1
ITEM_3513,ITEM_3676,1
ITEM_3891,ITEM_4815,1
ITEM_2059,ITEM_504,1
ITEM_1676,ITEM_4410,1
ITEM_4162,ITEM_4976,1
ITEM_2329,ITEM_4379,1
ITEM_3812,ITEM_645,1
ITEM_26,ITEM_3523,1
ITEM_1950,ITEM_4522,1
ITEM_2546,ITEM_4410,1
ITEM_1079,ITEM_3636,1
ITEM_1563,ITEM_391,1
ITEM_4221,ITEM_519,1
ITEM_3338,ITEM_4728,1
ITEM_1474,ITEM_899,1
ITEM_4238,ITEM_4602,1
ITEM_1199,ITEM_3704,1
ITEM_4660,ITEM_966,1
ITEM_25,ITEM_3510,1
ITEM_4482,ITEM_601,1
ITEM_3355,ITEM_4020,1
ITEM_2467,ITEM_35,1
ITEM_2170,ITEM_892,1
ITEM_2655,ITEM_3198,1
ITEM_1004,ITEM_3884,1
ITEM_1160,ITEM_4020,1
ITEM_1592,ITEM_4729,1
ITEM_4111,ITEM_480,1
ITEM_2113,ITEM_2993,1
ITEM_1116,ITEM_3681,1
ITEM_1613,ITEM_3016,1
ITEM_206,ITEM_790,1
ITEM_119,ITEM_3184,1
ITEM_121,ITEM_3040,1
ITEM_4788,ITEM_4881,1
ITEM_1107,ITEM_2492,1
ITEM_1938,ITEM_4025,1
ITEM_2405,ITEM_4978,1
ITEM_277,ITEM_3664,1
ITEM_1515,ITEM_848,1
ITEM_2624,ITEM_825,1
ITEM_2733,ITEM_629,1
ITEM_1882,ITEM_3305,1
ITEM_1995,ITEM_4328,1
ITEM_1854,ITEM_3063,1
ITEM_2606,ITEM_3840,1
ITEM_256,ITEM_2703,1
ITEM_166,ITEM_4369,1
ITEM_1677,ITEM_3909,1
ITEM_2642,ITEM_4752,1
ITEM_2019,ITEM_2274,1
ITEM_1574,ITEM_428,1
ITEM_2083,ITEM_3446,1
ITEM_2628,ITEM_4246,1
ITEM_4764,ITEM_539,1
ITEM_2308,ITEM_3904,1
ITEM_2362,ITEM_4771,1
ITEM_1425,ITEM_4077,1
ITEM_2112,ITEM_3769,1
ITEM_3381,ITEM_3395,1
ITEM_3429,ITEM_395,1
ITEM_3271,ITEM_4703,1
ITEM_3078,ITEM_3701,1
ITEM_3405,ITEM_967,1
ITEM_2544,ITEM_4913,1
ITEM_2786,ITEM_4219,1
ITEM_1694,ITEM_3216,1
ITEM_372,ITEM_751,1
ITEM_2750,ITEM_4666,1
ITEM_1358,ITEM_1496,1
ITEM_1358,ITEM_162,1
ITEM_4978,ITEM_919,1
ITEM_1936,ITEM_3838,1
ITEM_341,ITEM_4664,1
ITEM_2821,ITEM_4882,1
ITEM_1750,ITEM_998,1
ITEM_2601,ITEM_4015,1
ITEM_1259,ITEM_37,1
ITEM_1352,ITEM_1434,1
ITEM_3040,ITEM_3725,1
ITEM_2689,ITEM_4974,1
ITEM_423,ITEM_606,1
ITEM_2391,ITEM_2605,1
ITEM_2016,ITEM_3723,1
ITEM_2872,ITEM_4508,1
ITEM_2369,ITEM_4994,1
ITEM_2242,ITEM_4383,1
ITEM_1343,ITEM_1928,1
ITEM_4601,ITEM_900,1
ITEM_194,ITEM_2609,1
ITEM_1690,ITEM_4143,1
ITEM_1342,ITEM_4516,1
ITEM_1094,ITEM_2817,1
ITEM_244,ITEM_4200,1
ITEM_3417,ITEM_72,1
ITEM_291,ITEM_74,1
ITEM_3375,ITEM_471,1
ITEM_1922,ITEM_2779,1
ITEM_175,ITEM_325,1
ITEM_362,ITEM_99,1
ITEM_3124,ITEM_3642,1
ITEM_4024,ITEM_717,1
ITEM_384,ITEM_477,1
ITEM_3700,ITEM_3837,1
ITEM_4404,ITEM_4508,1
ITEM_1405,ITEM_161,1
ITEM_3098,ITEM_4084,1
ITEM_3918,ITEM_4474,1
ITEM_2139,ITEM_99,1
ITEM_1727,ITEM_3602,1
ITEM_1444,ITEM_4545,1
ITEM_1521,ITEM_557,1
ITEM_241,ITEM_3425,1
ITEM_2376,ITEM_2574,1
ITEM_2490,ITEM_3535,1
ITEM_2487,ITEM_4113,1
ITEM_1361,ITEM_1728,1
ITEM_2913,ITEM_694,1
ITEM_1916,ITEM_3309,1
ITEM_2407,ITEM_4394,1
ITEM_3031,ITEM_3092,1
ITEM_2348,ITEM_887,1
ITEM_262,ITEM_462,1
ITEM_3281,ITEM_4658,1
ITEM_1105,ITEM_3420,1
ITEM_2481,ITEM_2766,1
ITEM_2671,ITEM_3704,1
ITEM_1037,ITEM_424,1
ITEM_4237,ITEM_763,1
ITEM_1637,ITEM_646,1
ITEM_1943,ITEM_533,1
ITEM_1694,ITEM_657,1
ITEM_331,ITEM_378,1
ITEM_248,ITEM_85,1
ITEM_1045,ITEM_685,1
ITEM_4185,ITEM_684,1
ITEM_2362,ITEM_2827,1
ITEM_1150,ITEM_4903,1
ITEM_3733,ITEM_458,1
ITEM_2541,ITEM_4888,1
ITEM_2223,ITEM_2613,1
ITEM_17,ITEM_4217,1
ITEM_325,ITEM_4906,1
ITEM_1171,ITEM_1995,1
ITEM_1802,ITEM_3446,1
ITEM_2763,ITEM_545,1
ITEM_185,ITEM_4052,1
ITEM_1055,ITEM_2513,1
ITEM_1564,ITEM_1791,1
ITEM_2723,ITEM_99,1
ITEM_2126,ITEM_2229,1
ITEM_2301,ITEM_4102,1
ITEM_1996,ITEM_3089,1
ITEM_2788,ITEM_4828,1
ITEM_3680,ITEM_505,1
ITEM_1149,ITEM_1888,1
ITEM_3797,ITEM_940,1
ITEM_1843,ITEM_746,1
ITEM_3176,ITEM_3481,1
ITEM_3246,ITEM_3485,1
ITEM_3753,ITEM_859,1
ITEM_1365,ITEM_2129,1
ITEM_2869,ITEM_922,1
ITEM_1223,ITEM_3113,1
ITEM_2957,ITEM_4541,1
ITEM_4298,ITEM_4592,1
ITEM_1834,ITEM_2392,1
ITEM_3415,ITEM_3705,1
ITEM_1783,ITEM_3215,1
ITEM_1008,ITEM_3784,1
ITEM_2520,ITEM_3181,1
ITEM_3356,ITEM_427,1
ITEM_400,ITEM_457,1
ITEM_2604,ITEM_534,1
ITEM_1166,ITEM_3424,1
ITEM_1306,ITEM_640,1
ITEM_3266,ITEM_4276,1
ITEM_2253,ITEM_4851,1
ITEM_509,ITEM_993,1
ITEM_3023,ITEM_354,1
ITEM_4208,ITEM_4331,1
ITEM_3043,ITEM_3853,1
ITEM_2604,ITEM_3048,1
ITEM_1308,ITEM_877,1
ITEM_2067,ITEM_4160,1
ITEM_1019,ITEM_2393,1
ITEM_103,ITEM_3876,1
ITEM_3509,ITEM_4772,1
ITEM_1320,ITEM_3929,1
ITEM_4228,ITEM_931,1
ITEM_4555,ITEM_4613,1
ITEM_2039,ITEM_860,1
ITEM_334,ITEM_360,1
ITEM_1689,ITEM_265,1
ITEM_2924,ITEM_4350,1
ITEM_2147,ITEM_2335,1
ITEM_2501,ITEM_3204,1
ITEM_4012,ITEM_4312,1
ITEM_1558,ITEM_2611,1
ITEM_2610,ITEM_3447,1
ITEM_332,ITEM_3731,1
ITEM_4184,ITEM_4320,1
ITEM_2494,ITEM_3478,1
ITEM_1512,ITEM_2521,1
ITEM_2673,ITEM_3613,1
ITEM_1688,ITEM_4446,1
ITEM_4697,ITEM_4702,1
ITEM_1999,ITEM_2787,1
ITEM_673,ITEM_739,1
ITEM_2588,ITEM_3874,1
ITEM_3258,ITEM_4548,1
ITEM_4533,ITEM_4573,1
ITEM_3884,ITEM_4986,1
ITEM_2775,ITEM_997,1
ITEM_2890,ITEM_63,1
ITEM_1027,ITEM_3268,1
ITEM_4020,ITEM_4569,1
ITEM_1139,ITEM_1279,1
ITEM_143,ITEM_4742,1
ITEM_656,ITEM_717,1
ITEM_1670,ITEM_1793,1
ITEM_3094,ITEM_8,1
ITEM_2671,ITEM_638,1
ITEM_2930,ITEM_4385,1
ITEM_2571,ITEM_3971,1
ITEM_3803,ITEM_4532,1
ITEM_1334,ITEM_1369,1
ITEM_140,ITEM_2315,1
ITEM_4287,ITEM_51,1
ITEM_199,ITEM_2588,1
ITEM_2037,ITEM_4385,1
ITEM_3841,ITEM_433,1
ITEM_182,ITEM_622,1
ITEM_3760,ITEM_517,1
ITEM_2366,ITEM_4126,1
ITEM_4080,ITEM_75,1
ITEM_2268,ITEM_2418,1
ITEM_4594,ITEM_824,1
ITEM_2771,ITEM_4747,1
ITEM_1506,ITEM_3855,1
ITEM_3776,ITEM_840,1
ITEM_1737,ITEM_3423,1
ITEM_2615,ITEM_3880,1
ITEM_2602,ITEM_3540,1
ITEM_2427,ITEM_3263,1
ITEM_3882,ITEM_4836,1
ITEM_3709,ITEM_632,1
ITEM_4141,ITEM_4186,1
ITEM_2028,ITEM_3932,1
ITEM_2638,ITEM_3107,1
ITEM_3737,ITEM_4620,1
ITEM_1708,ITEM_3115,1
ITEM_141,ITEM_3652,1
ITEM_2794,ITEM_4436,1
ITEM_2606,ITEM_3303,1
ITEM_290,ITEM_2956,1
ITEM_1225,ITEM_303,1
ITEM_1390,ITEM_2023,1
ITEM_2421,ITEM_2885,1
ITEM_3508,ITEM_4173,1
ITEM_347,ITEM_3946,1
ITEM_1714,ITEM_4177,1
ITEM_1448,ITEM_1722,1
ITEM_1646,ITEM_2916,1
ITEM_3616,ITEM_4791,1
ITEM_4026,ITEM_4278,1
ITEM_4748,ITEM_747,1
ITEM_103,ITEM_3974,1
ITEM_1507,ITEM_4524,1
ITEM_2304,ITEM_3792,1
ITEM_1684,ITEM_328,1
ITEM_1587,ITEM_1624,1
ITEM_2277,ITEM_3318,1
ITEM_3802,ITEM_433,1
ITEM_3333,ITEM_4486,1
ITEM_100,ITEM_239,1
ITEM_2551,ITEM_4793,1
ITEM_125,ITEM_3087,1
ITEM_1349,ITEM_4550,1
ITEM_1477,ITEM_4470,1
ITEM_3204,ITEM_4536,1
ITEM_1858,ITEM_671,1
ITEM_4211,ITEM_4231,1
ITEM_2144,ITEM_4281,1
ITEM_1109,ITEM_2616,1
ITEM_3799,ITEM_4690,1
ITEM_17,ITEM_4975,1
ITEM_2436,ITEM_550,1
