item_1,item_2,frequency
ITEM_1363,ITEM_2286,1
ITEM_1782,ITEM_3041,1
ITEM_2054,ITEM_4872,1
ITEM_1535,ITEM_2065,1
ITEM_1168,ITEM_2192,1
ITEM_2017,ITEM_402,1
ITEM_2763,ITEM_3078,1
ITEM_3498,ITEM_888,1
ITEM_2417,ITEM_4807,1
ITEM_3570,ITEM_4979,1
ITEM_1934,ITEM_4444,1
ITEM_3496,ITEM_718,1
ITEM_514,ITEM_630,1
ITEM_2041,ITEM_2166,1
ITEM_159,ITEM_2894,1
ITEM_1145,ITEM_2413,1
ITEM_1528,ITEM_2047,1
ITEM_2528,ITEM_4891,1
ITEM_3460,ITEM_4414,1
ITEM_3878,ITEM_4256,1
ITEM_3076,ITEM_3457,1
ITEM_1341,ITEM_949,1
ITEM_127,ITEM_310,1
ITEM_2658,ITEM_75,1
ITEM_2283,ITEM_4305,1
ITEM_1294,ITEM_2965,1
ITEM_3696,ITEM_4098,1
ITEM_1721,ITEM_2170,1
ITEM_3330,ITEM_945,1
ITEM_1928,ITEM_4324,1
ITEM_3440,ITEM_980,1
ITEM_3177,ITEM_953,1
ITEM_116,ITEM_3477,1
ITEM_1482,ITEM_4001,1
ITEM_2009,ITEM_560,1
ITEM_1776,ITEM_3183,1
ITEM_1789,ITEM_2560,1
ITEM_2956,ITEM_508,1
ITEM_2713,ITEM_4085,1
ITEM_2600,ITEM_75,1
ITEM_2317,ITEM_3742,1
ITEM_317,ITEM_334,1
ITEM_2717,ITEM_590,1
ITEM_1545,ITEM_1635,1
ITEM_1062,ITEM_2808,1
ITEM_3554,ITEM_443,1
ITEM_1092,ITEM_3941,1
ITEM_4165,ITEM_858,1
ITEM_200,ITEM_2945,1
ITEM_1587,ITEM_3903,1
ITEM_1442,ITEM_72,1
ITEM_1950,ITEM_3842,1
ITEM_2901,ITEM_4444,1
ITEM_1357,ITEM_4929,1
ITEM_303,ITEM_4396,1
ITEM_4165,ITEM_932,1
ITEM_4062,ITEM_4899,1
ITEM_3804,ITEM_4701,1
ITEM_607,ITEM_730,1
ITEM_1379,ITEM_3265,1
ITEM_1908,ITEM_2269,1
ITEM_745,ITEM_764,1
ITEM_231,ITEM_4191,1
ITEM_1254,ITEM_3058,1
ITEM_2061,ITEM_2308,1
ITEM_2308,ITEM_984,1
ITEM_1367,ITEM_4899,1
ITEM_3015,ITEM_4194,1
ITEM_1391,ITEM_2429,1
ITEM_1461,ITEM_4479,1
ITEM_1711,ITEM_4734,1
ITEM_2849,ITEM_4287,1
ITEM_2529,ITEM_4531,1
ITEM_2159,ITEM_4943,1
ITEM_1860,ITEM_395,1
ITEM_4669,ITEM_473,1
ITEM_2995,ITEM_820,1
ITEM_4137,ITEM_4612,1
ITEM_1217,ITEM_4302,1
ITEM_2879,ITEM_4666,1
ITEM_133,ITEM_3639,1
ITEM_2039,ITEM_2331,1
ITEM_2406,ITEM_3640,1
ITEM_3071,ITEM_4882,1
ITEM_431,ITEM_4757,1
ITEM_1,ITEM_3922,1
ITEM_3328,ITEM_3865,1
ITEM_1833,ITEM_2372,1
ITEM_3579,ITEM_808,1
ITEM_2397,ITEM_2537,1
ITEM_3428,ITEM_4495,1
ITEM_3153,ITEM_4085,1
ITEM_2090,ITEM_2362,1
ITEM_1744,ITEM_1823,1
ITEM_2868,ITEM_940,1
ITEM_4286,ITEM_4720,1
ITEM_3473,ITEM_694,1
ITEM_1309,ITEM_223,1
ITEM_4365,ITEM_4442,1
ITEM_3018,ITEM_4211,1
ITEM_2495,ITEM_3034,1
ITEM_1750,ITEM_605,1
ITEM_2007,ITEM_3379,1
ITEM_101,ITEM_4399,1
ITEM_1791,ITEM_3503,1
ITEM_1622,ITEM_3124,1
ITEM_1802,ITEM_85,1
ITEM_2616,ITEM_3338,1
ITEM_1938,ITEM_3774,1
ITEM_1888,ITEM_3216,1
ITEM_1828,ITEM_406,1
ITEM_3045,ITEM_4429,1
ITEM_2128,ITEM_4480,1
ITEM_2358,ITEM_301,1
ITEM_1142,ITEM_390,1
ITEM_2315,ITEM_2802,1
ITEM_1856,ITEM_2852,1
ITEM_4349,ITEM_552,1
ITEM_1913,ITEM_4452,1
ITEM_4164,ITEM_931,1
ITEM_2150,ITEM_2512,1
ITEM_3011,ITEM_4149,1
ITEM_4613,ITEM_4861,2
ITEM_2459,ITEM_3320,1
ITEM_2518,ITEM_4935,1
ITEM_2645,ITEM_2874,1
ITEM_106,ITEM_915,1
ITEM_891,ITEM_932,1
ITEM_2673,ITEM_464,1
ITEM_3413,ITEM_4305,1
ITEM_1413,ITEM_2350,1
ITEM_3348,ITEM_3671,1
ITEM_4279,ITEM_4887,1
ITEM_2158,ITEM_3876,1
ITEM_1733,ITEM_4967,1
ITEM_2592,ITEM_3147,1
ITEM_1308,ITEM_3218,1
ITEM_1573,ITEM_461,1
ITEM_1905,ITEM_988,1
ITEM_2596,ITEM_3922,1
ITEM_2663,ITEM_3327,1
ITEM_2894,ITEM_45,1
ITEM_2682,ITEM_4814,1
ITEM_3863,ITEM_561,1
ITEM_2439,ITEM_2509,1
ITEM_2439,ITEM_2767,1
ITEM_2911,ITEM_4666,1
ITEM_4485,ITEM_4869,1
ITEM_1245,ITEM_2092,1
ITEM_3401,ITEM_3465,1
ITEM_2419,ITEM_4497,1
ITEM_2251,ITEM_2637,1
ITEM_257,ITEM_4063,1
ITEM_2934,ITEM_4122,1
ITEM_4230,ITEM_46,1
ITEM_1089,ITEM_4571,1
ITEM_1715,ITEM_3392,1
ITEM_3156,ITEM_638,1
ITEM_1236,ITEM_3605,1
ITEM_2504,ITEM_3592,1
ITEM_1353,ITEM_2984,1
ITEM_3448,ITEM_3778,1
ITEM_2361,ITEM_2828,1
ITEM_1219,ITEM_3568,1
ITEM_1490,ITEM_4303,1
ITEM_4372,ITEM_700,1
ITEM_3965,ITEM_4348,1
ITEM_20,ITEM_2064,1
ITEM_2421,ITEM_3942,1
ITEM_2395,ITEM_4511,1
ITEM_1752,ITEM_879,1
ITEM_1317,ITEM_266,1
ITEM_3067,ITEM_3122,1
ITEM_3030,ITEM_3999,1
ITEM_2183,ITEM_4633,1
ITEM_1897,ITEM_4613,1
ITEM_1925,ITEM_3866,1
ITEM_4621,ITEM_4760,1
ITEM_2850,ITEM_4707,1
ITEM_2211,ITEM_445,1
ITEM_2603,ITEM_963,1
ITEM_2805,ITEM_4162,1
ITEM_1070,ITEM_2017,1
ITEM_1790,ITEM_4337,1
ITEM_1583,ITEM_3457,1
ITEM_3304,ITEM_3849,1
