item_1,item_2,frequency
ITEM_1885,ITEM_4326,1
ITEM_1655,ITEM_3163,1
ITEM_1409,ITEM_2947,1
ITEM_2194,ITEM_4629,1
ITEM_3436,ITEM_3563,1
ITEM_2755,ITEM_4265,1
ITEM_1635,ITEM_2855,1
ITEM_1611,ITEM_515,1
ITEM_1665,ITEM_3282,1
ITEM_2219,ITEM_445,1
ITEM_132,ITEM_3224,1
ITEM_1359,ITEM_2477,1
ITEM_1595,ITEM_4746,1
ITEM_2153,ITEM_4844,1
ITEM_1747,ITEM_539,1
ITEM_3899,ITEM_858,1
ITEM_2745,ITEM_4994,1
ITEM_2584,ITEM_724,1
ITEM_3988,ITEM_450,1
ITEM_2926,ITEM_3205,1
ITEM_3220,ITEM_3947,1
ITEM_3616,ITEM_4178,1
ITEM_4160,ITEM_783,1
ITEM_4162,ITEM_4331,1
ITEM_3496,ITEM_4064,1
ITEM_3496,ITEM_4826,1
ITEM_1562,ITEM_4522,1
ITEM_1585,ITEM_906,1
ITEM_1624,ITEM_1776,1
ITEM_1909,ITEM_3582,1
ITEM_378,ITEM_4511,1
ITEM_1306,ITEM_341,1
ITEM_2096,ITEM_4035,1
ITEM_2771,ITEM_294,1
ITEM_1045,ITEM_4585,1
ITEM_2148,ITEM_3038,1
ITEM_2875,ITEM_3111,1
ITEM_1077,ITEM_3239,1
ITEM_2782,ITEM_47,1
ITEM_1864,ITEM_3195,1
ITEM_3302,ITEM_945,1
ITEM_2430,ITEM_3272,1
ITEM_1247,ITEM_93,1
ITEM_2070,ITEM_4431,1
ITEM_4223,ITEM_676,1
ITEM_2152,ITEM_2544,1
ITEM_2335,ITEM_4672,1
ITEM_2276,ITEM_975,1
ITEM_1404,ITEM_1494,1
ITEM_205,ITEM_4921,1
ITEM_1630,ITEM_3173,1
ITEM_1769,ITEM_4033,1
ITEM_3024,ITEM_4647,1
ITEM_2357,ITEM_2978,1
ITEM_2079,ITEM_3147,1
ITEM_4535,ITEM_4561,1
ITEM_2533,ITEM_4041,1
ITEM_2380,ITEM_266,1
ITEM_3235,ITEM_3477,1
ITEM_3464,ITEM_4080,1
ITEM_1416,ITEM_4946,1
ITEM_1714,ITEM_1723,1
ITEM_2939,ITEM_3780,1
ITEM_2468,ITEM_4820,1
ITEM_2596,ITEM_2786,1
ITEM_1656,ITEM_2169,1
ITEM_1431,ITEM_2201,1
ITEM_212,ITEM_3152,1
ITEM_2352,ITEM_252,1
ITEM_1622,ITEM_3634,1
ITEM_3487,ITEM_4696,1
ITEM_1754,ITEM_3136,1
ITEM_1079,ITEM_34,1
ITEM_2366,ITEM_3386,1
ITEM_3658,ITEM_4496,1
ITEM_1311,ITEM_4824,1
ITEM_4843,ITEM_677,1
ITEM_1293,ITEM_1520,1
ITEM_4281,ITEM_938,1
ITEM_1131,ITEM_4163,1
ITEM_2073,ITEM_4218,1
ITEM_1417,ITEM_3902,1
ITEM_19,ITEM_4728,1
ITEM_1358,ITEM_222,1
ITEM_3580,ITEM_742,1
ITEM_1426,ITEM_4155,1
ITEM_2317,ITEM_3307,1
ITEM_1720,ITEM_3936,1
ITEM_4687,ITEM_683,1
ITEM_1506,ITEM_2787,1
ITEM_1570,ITEM_4669,1
ITEM_3637,ITEM_3754,1
ITEM_1544,ITEM_2919,1
ITEM_3524,ITEM_729,1
ITEM_1680,ITEM_2118,1
ITEM_3422,ITEM_4378,1
ITEM_3176,ITEM_597,1
