item_1,item_2,frequency
ITEM_2371,ITEM_3080,1
ITEM_3811,ITEM_572,1
ITEM_1306,ITEM_1755,1
ITEM_1646,ITEM_3031,1
ITEM_3047,ITEM_3389,1
ITEM_4189,ITEM_4456,1
ITEM_2283,ITEM_555,1
ITEM_2671,ITEM_3477,1
ITEM_3229,ITEM_677,1
ITEM_2265,ITEM_3858,1
ITEM_3809,ITEM_525,1
ITEM_132,ITEM_3976,1
ITEM_2053,ITEM_3424,1
ITEM_2413,ITEM_4658,1
ITEM_2985,ITEM_4611,1
ITEM_382,ITEM_4785,1
ITEM_3365,ITEM_4859,1
ITEM_2512,ITEM_510,1
ITEM_3369,ITEM_4402,1
ITEM_3787,ITEM_995,1
ITEM_2536,ITEM_807,1
ITEM_3834,ITEM_829,1
ITEM_2310,ITEM_3135,1
ITEM_2534,ITEM_274,1
ITEM_1359,ITEM_4671,1
ITEM_4196,ITEM_4890,1
ITEM_2544,ITEM_966,1
ITEM_3799,ITEM_4877,1
ITEM_3347,ITEM_3358,1
ITEM_2563,ITEM_3215,1
ITEM_3879,ITEM_4664,1
ITEM_1506,ITEM_3125,1
ITEM_251,ITEM_41,1
ITEM_1153,ITEM_2590,1
ITEM_1216,ITEM_4165,1
ITEM_1132,ITEM_658,1
ITEM_2528,ITEM_858,1
ITEM_1673,ITEM_4730,1
ITEM_3483,ITEM_3490,1
ITEM_582,ITEM_984,1
ITEM_3648,ITEM_4762,1
ITEM_3408,ITEM_4335,1
ITEM_2494,ITEM_7,1
ITEM_1168,ITEM_927,1
ITEM_1021,ITEM_4113,1
ITEM_1236,ITEM_2813,1
ITEM_2843,ITEM_633,1
ITEM_1776,ITEM_3816,1
ITEM_1346,ITEM_1492,1
ITEM_3222,ITEM_3867,1
ITEM_1875,ITEM_2124,1
ITEM_3598,ITEM_4,1
ITEM_2807,ITEM_3790,1
ITEM_2099,ITEM_620,1
ITEM_1571,ITEM_4299,1
ITEM_3491,ITEM_4027,1
ITEM_1696,ITEM_2229,1
ITEM_2451,ITEM_3063,1
ITEM_2786,ITEM_659,1
ITEM_4901,ITEM_513,1
ITEM_2345,ITEM_795,1
ITEM_1571,ITEM_3358,1
ITEM_1674,ITEM_2480,1
ITEM_2049,ITEM_408,1
ITEM_1361,ITEM_4642,1
ITEM_1294,ITEM_3838,1
ITEM_3418,ITEM_626,1
ITEM_3883,ITEM_4229,1
ITEM_3637,ITEM_4442,1
ITEM_3955,ITEM_736,1
ITEM_3148,ITEM_734,1
ITEM_3718,ITEM_4320,1
ITEM_2304,ITEM_3361,1
ITEM_1919,ITEM_2449,1
ITEM_2118,ITEM_3951,1
ITEM_3158,ITEM_3212,1
ITEM_2125,ITEM_2724,1
ITEM_2125,ITEM_4870,1
ITEM_1007,ITEM_4747,1
ITEM_1481,ITEM_306,1
ITEM_2070,ITEM_4024,1
ITEM_2092,ITEM_4108,1
ITEM_200,ITEM_3446,1
ITEM_1604,ITEM_585,1
ITEM_1471,ITEM_3793,1
ITEM_1480,ITEM_2887,1
ITEM_2675,ITEM_2864,1
ITEM_1213,ITEM_2589,1
ITEM_1061,ITEM_1367,1
ITEM_2939,ITEM_375,1
ITEM_2732,ITEM_2785,1
ITEM_2606,ITEM_636,1
ITEM_2215,ITEM_902,1
ITEM_2164,ITEM_4084,1
ITEM_1178,ITEM_783,1
ITEM_2190,ITEM_3156,1
ITEM_2382,ITEM_4013,1
ITEM_1352,ITEM_1925,1
ITEM_1016,ITEM_1051,1
ITEM_1713,ITEM_4880,1
ITEM_2107,ITEM_3795,1
ITEM_4454,ITEM_52,1
ITEM_3054,ITEM_4968,1
ITEM_2677,ITEM_4253,1
ITEM_4873,ITEM_598,1
ITEM_1518,ITEM_3524,1
