item_1,item_2,frequency
ITEM_3851,ITEM_619,1
ITEM_1802,ITEM_2923,1
ITEM_3346,ITEM_350,1
ITEM_256,ITEM_4119,1
ITEM_4074,ITEM_4233,1
ITEM_1329,ITEM_4687,1
ITEM_1033,ITEM_1709,1
ITEM_4151,ITEM_987,1
ITEM_138,ITEM_1864,1
ITEM_1600,ITEM_3389,1
ITEM_1148,ITEM_703,1
ITEM_2418,ITEM_2465,1
ITEM_2771,ITEM_4167,1
ITEM_1024,ITEM_4108,1
ITEM_3182,ITEM_575,1
ITEM_1502,ITEM_4516,1
ITEM_2509,ITEM_3513,1
ITEM_2569,ITEM_867,1
ITEM_4636,ITEM_4857,1
ITEM_1778,ITEM_1968,1
ITEM_4003,ITEM_4839,1
ITEM_1372,ITEM_2818,1
ITEM_3331,ITEM_3890,1
ITEM_1673,ITEM_2867,1
ITEM_3744,ITEM_4328,1
ITEM_1839,ITEM_374,1
ITEM_321,ITEM_3838,1
ITEM_2025,ITEM_4669,1
ITEM_4752,ITEM_4833,1
ITEM_2154,ITEM_4016,1
ITEM_2658,ITEM_3275,1
ITEM_3264,ITEM_4016,1
ITEM_3655,ITEM_930,1
ITEM_4274,ITEM_4965,1
ITEM_4056,ITEM_4420,1
ITEM_1544,ITEM_4056,1
ITEM_3894,ITEM_4410,1
ITEM_3586,ITEM_888,1
ITEM_1340,ITEM_4992,1
ITEM_1513,ITEM_3514,1
ITEM_4201,ITEM_4480,1
ITEM_2914,ITEM_4988,1
ITEM_3918,ITEM_617,1
ITEM_193,ITEM_922,1
ITEM_3851,ITEM_502,1
ITEM_1902,ITEM_3940,1
ITEM_4176,ITEM_4925,1
ITEM_1419,ITEM_1515,1
ITEM_1061,ITEM_2064,1
ITEM_1462,ITEM_457,1
ITEM_1088,ITEM_918,1
ITEM_2522,ITEM_2871,1
ITEM_1510,ITEM_2868,1
ITEM_17,ITEM_2365,1
ITEM_1178,ITEM_3215,1
ITEM_1852,ITEM_2909,1
ITEM_2213,ITEM_3785,1
ITEM_1374,ITEM_2306,1
ITEM_3280,ITEM_4942,1
ITEM_1628,ITEM_4908,1
ITEM_2369,ITEM_3599,1
ITEM_400,ITEM_4102,1
ITEM_4217,ITEM_654,1
ITEM_1423,ITEM_692,1
ITEM_1670,ITEM_2007,1
ITEM_2550,ITEM_3533,1
ITEM_2133,ITEM_2492,1
ITEM_2306,ITEM_2901,1
ITEM_1735,ITEM_2071,1
ITEM_3173,ITEM_831,1
ITEM_2724,ITEM_4870,1
ITEM_3681,ITEM_4338,1
ITEM_2810,ITEM_3357,1
ITEM_344,ITEM_3882,1
ITEM_2473,ITEM_541,1
ITEM_2418,ITEM_2977,1
ITEM_4924,ITEM_534,1
ITEM_1769,ITEM_2695,1
ITEM_3694,ITEM_390,1
ITEM_1664,ITEM_1836,1
ITEM_3450,ITEM_3811,1
ITEM_1,ITEM_460,1
ITEM_4373,ITEM_915,1
ITEM_2114,ITEM_4092,1
ITEM_156,ITEM_2823,1
ITEM_1611,ITEM_590,1
ITEM_1280,ITEM_3066,1
ITEM_1789,ITEM_4496,1
ITEM_1384,ITEM_3508,1
ITEM_2955,ITEM_4060,1
ITEM_4814,ITEM_835,1
ITEM_2624,ITEM_980,1
ITEM_2190,ITEM_2618,1
ITEM_4523,ITEM_736,1
ITEM_1174,ITEM_2620,1
ITEM_3853,ITEM_859,1
ITEM_3515,ITEM_3673,1
ITEM_1929,ITEM_3325,1
ITEM_3490,ITEM_4383,1
ITEM_1696,ITEM_2584,1
ITEM_1588,ITEM_4880,1
ITEM_290,ITEM_4058,1
ITEM_3307,ITEM_4384,1
ITEM_2728,ITEM_3542,1
ITEM_297,ITEM_523,1
ITEM_1903,ITEM_2953,1
ITEM_2322,ITEM_2589,1
ITEM_2860,ITEM_3601,1
ITEM_1684,ITEM_658,1
ITEM_245,ITEM_4623,1
ITEM_1527,ITEM_3920,1
ITEM_126,ITEM_1600,1
ITEM_3546,ITEM_404,1
ITEM_4916,ITEM_637,1
ITEM_1604,ITEM_459,1
ITEM_2392,ITEM_930,1
ITEM_4187,ITEM_4499,1
ITEM_3743,ITEM_620,1
ITEM_2152,ITEM_3324,1
ITEM_3463,ITEM_3719,1
ITEM_1861,ITEM_3227,1
ITEM_2487,ITEM_4296,1
ITEM_4209,ITEM_654,1
ITEM_179,ITEM_3913,1
