item_1,item_2,frequency
ITEM_324,ITEM_539,1
ITEM_4459,ITEM_673,1
ITEM_2541,ITEM_785,1
ITEM_3329,ITEM_408,1
ITEM_1144,ITEM_790,1
ITEM_1816,ITEM_2319,1
ITEM_1833,ITEM_2650,1
ITEM_3840,ITEM_460,1
ITEM_1681,ITEM_2351,1
ITEM_2017,ITEM_4306,1
ITEM_3886,ITEM_4589,1
ITEM_1553,ITEM_3153,1
ITEM_319,ITEM_570,1
ITEM_1033,ITEM_3297,1
ITEM_1658,ITEM_2832,1
ITEM_2516,ITEM_921,1
ITEM_1873,ITEM_4876,1
ITEM_1856,ITEM_47,1
ITEM_4957,ITEM_919,1
ITEM_1031,ITEM_3760,1
ITEM_3703,ITEM_761,1
ITEM_3152,ITEM_3402,1
ITEM_1341,ITEM_4684,1
ITEM_2864,ITEM_3665,1
ITEM_3886,ITEM_4978,1
ITEM_1562,ITEM_2807,1
ITEM_1813,ITEM_4146,1
ITEM_2098,ITEM_4210,1
ITEM_4897,ITEM_879,1
ITEM_2855,ITEM_4757,1
ITEM_1850,ITEM_4583,1
ITEM_2512,ITEM_2687,1
ITEM_4409,ITEM_625,1
ITEM_1526,ITEM_959,1
ITEM_3971,ITEM_558,1
ITEM_2776,ITEM_4473,1
ITEM_3777,ITEM_666,1
ITEM_104,ITEM_1414,1
ITEM_3018,ITEM_3224,1
ITEM_3190,ITEM_496,1
ITEM_1247,ITEM_3950,1
ITEM_1592,ITEM_1748,1
ITEM_1748,ITEM_4729,1
ITEM_4246,ITEM_4722,1
ITEM_4454,ITEM_704,1
ITEM_1792,ITEM_3497,1
ITEM_2531,ITEM_4858,1
ITEM_4396,ITEM_516,1
ITEM_1215,ITEM_1557,1
ITEM_2501,ITEM_4501,1
ITEM_4382,ITEM_588,1
ITEM_4832,ITEM_4953,1
ITEM_4032,ITEM_4465,1
ITEM_2722,ITEM_2934,1
ITEM_3397,ITEM_3830,1
ITEM_4916,ITEM_689,1
ITEM_3089,ITEM_989,1
ITEM_1093,ITEM_428,1
ITEM_2270,ITEM_504,1
ITEM_2117,ITEM_2152,1
ITEM_1857,ITEM_2409,1
ITEM_1104,ITEM_4229,1
ITEM_2864,ITEM_3218,1
ITEM_1767,ITEM_623,1
ITEM_2058,ITEM_3995,1
ITEM_12,ITEM_2073,1
ITEM_4236,ITEM_503,1
ITEM_2049,ITEM_4920,1
ITEM_1924,ITEM_4025,1
ITEM_2804,ITEM_4689,1
ITEM_3641,ITEM_3947,1
ITEM_2848,ITEM_3910,1
ITEM_3003,ITEM_4528,1
ITEM_2838,ITEM_3730,1
ITEM_1339,ITEM_4704,1
ITEM_1330,ITEM_2855,1
ITEM_4,ITEM_4978,1
ITEM_1538,ITEM_815,1
ITEM_2768,ITEM_93,1
ITEM_1283,ITEM_1785,1
ITEM_4202,ITEM_533,1
ITEM_2097,ITEM_2573,1
ITEM_1480,ITEM_1870,1
ITEM_3027,ITEM_3436,1
ITEM_154,ITEM_3152,1
ITEM_2304,ITEM_402,1
ITEM_3228,ITEM_3484,1
ITEM_3154,ITEM_4222,1
ITEM_2944,ITEM_3328,1
ITEM_2765,ITEM_4166,1
ITEM_1530,ITEM_4460,1
ITEM_354,ITEM_3670,1
ITEM_1193,ITEM_1733,1
ITEM_1929,ITEM_3373,1
ITEM_2742,ITEM_284,1
ITEM_4411,ITEM_813,1
ITEM_2488,ITEM_809,1
ITEM_354,ITEM_3875,1
ITEM_3807,ITEM_4015,1
ITEM_1497,ITEM_2701,1
ITEM_2902,ITEM_705,1
ITEM_1307,ITEM_3365,1
ITEM_1150,ITEM_3600,1
ITEM_1687,ITEM_2790,1
ITEM_4836,ITEM_951,1
ITEM_4044,ITEM_4769,1
ITEM_3382,ITEM_3715,1
ITEM_1004,ITEM_492,1
ITEM_1634,ITEM_2073,1
ITEM_3079,ITEM_4842,1
ITEM_3362,ITEM_546,1
ITEM_1193,ITEM_1705,1
ITEM_4437,ITEM_85,1
ITEM_1918,ITEM_979,1
ITEM_3506,ITEM_740,1
