item_1,item_2,frequency
ITEM_2730,ITEM_3126,1
ITEM_335,ITEM_4287,1
ITEM_2815,ITEM_4624,1
ITEM_34,ITEM_4394,1
ITEM_108,ITEM_2247,1
ITEM_1230,ITEM_1496,1
ITEM_2707,ITEM_3579,1
ITEM_2544,ITEM_885,1
ITEM_1332,ITEM_2146,1
ITEM_2870,ITEM_3231,1
ITEM_3481,ITEM_4038,1
ITEM_2429,ITEM_2522,1
ITEM_2358,ITEM_3026,1
ITEM_1898,ITEM_690,1
ITEM_1452,ITEM_2412,1
ITEM_4868,ITEM_911,1
ITEM_1437,ITEM_2265,1
ITEM_1286,ITEM_477,1
ITEM_3013,ITEM_869,1
ITEM_2031,ITEM_2883,1
ITEM_170,ITEM_606,1
ITEM_3453,ITEM_4976,1
ITEM_2657,ITEM_4252,1
ITEM_1313,ITEM_4732,1
ITEM_3794,ITEM_4884,1
ITEM_3095,ITEM_94,1
ITEM_3403,ITEM_4538,1
ITEM_1287,ITEM_3138,1
ITEM_3423,ITEM_740,1
ITEM_4654,ITEM_793,1
ITEM_1356,ITEM_960,1
ITEM_1093,ITEM_360,1
ITEM_1783,ITEM_2814,1
ITEM_2192,ITEM_4033,1
ITEM_1648,ITEM_3868,1
ITEM_1168,ITEM_2925,1
ITEM_4245,ITEM_572,1
ITEM_1549,ITEM_2921,1
ITEM_2733,ITEM_3392,1
ITEM_1989,ITEM_557,1
ITEM_2838,ITEM_4393,1
ITEM_1360,ITEM_4675,1
ITEM_1150,ITEM_4728,1
ITEM_3903,ITEM_4155,1
ITEM_2363,ITEM_4230,1
ITEM_3445,ITEM_4257,1
ITEM_1411,ITEM_3908,1
ITEM_2599,ITEM_623,1
ITEM_3321,ITEM_4637,1
ITEM_767,ITEM_768,1
ITEM_2247,ITEM_3915,1
ITEM_2925,ITEM_306,1
ITEM_3064,ITEM_639,1
ITEM_1594,ITEM_3247,1
ITEM_4994,ITEM_603,1
ITEM_1039,ITEM_2708,1
ITEM_537,ITEM_830,1
ITEM_3313,ITEM_4032,1
ITEM_374,ITEM_4441,1
ITEM_1965,ITEM_4826,1
ITEM_1910,ITEM_3825,1
ITEM_1974,ITEM_4906,1
ITEM_3141,ITEM_926,1
ITEM_2402,ITEM_4063,1
ITEM_2865,ITEM_948,1
ITEM_3300,ITEM_4863,1
ITEM_269,ITEM_3080,1
