item_1,item_2,frequency
ITEM_1864,ITEM_3874,1
ITEM_2189,ITEM_3074,1
ITEM_3572,ITEM_4125,1
ITEM_130,ITEM_4466,1
ITEM_1392,ITEM_3245,1
ITEM_4722,ITEM_487,1
ITEM_1446,ITEM_1724,1
ITEM_1691,ITEM_3397,1
ITEM_3098,ITEM_4510,1
ITEM_2403,ITEM_3211,1
ITEM_2231,ITEM_3219,1
ITEM_1683,ITEM_4440,1
ITEM_2811,ITEM_67,1
ITEM_1222,ITEM_5,1
ITEM_2051,ITEM_3157,1
ITEM_2508,ITEM_2678,1
ITEM_1423,ITEM_1575,1
ITEM_1536,ITEM_605,1
ITEM_4429,ITEM_4672,1
ITEM_1130,ITEM_2755,1
ITEM_4530,ITEM_4810,1
ITEM_1087,ITEM_1258,1
ITEM_127,ITEM_1317,1
ITEM_1689,ITEM_4206,1
ITEM_1423,ITEM_4329,1
ITEM_4769,ITEM_797,1
ITEM_1001,ITEM_2676,1
ITEM_2251,ITEM_3303,1
ITEM_1323,ITEM_2963,1
ITEM_667,ITEM_797,1
ITEM_3392,ITEM_4387,1
ITEM_2130,ITEM_3425,1
ITEM_4543,ITEM_754,1
ITEM_3448,ITEM_4305,1
ITEM_1727,ITEM_4234,1
ITEM_2123,ITEM_60,1
ITEM_3298,ITEM_4682,1
ITEM_2349,ITEM_2841,1
ITEM_2053,ITEM_4606,1
ITEM_3152,ITEM_4547,1
ITEM_293,ITEM_3381,1
ITEM_1753,ITEM_4185,1
ITEM_385,ITEM_505,1
ITEM_2925,ITEM_927,1
ITEM_2494,ITEM_2799,1
ITEM_326,ITEM_3633,1
ITEM_2746,ITEM_3852,1
ITEM_1913,ITEM_2952,1
ITEM_4041,ITEM_4974,1
ITEM_4534,ITEM_4788,1
ITEM_2139,ITEM_2968,1
ITEM_1936,ITEM_2949,1
ITEM_2724,ITEM_879,1
ITEM_2392,ITEM_4155,1
ITEM_3259,ITEM_903,1
ITEM_1232,ITEM_3684,1
ITEM_2732,ITEM_3923,1
ITEM_1099,ITEM_1757,1
ITEM_1340,ITEM_2266,1
ITEM_2115,ITEM_3646,1
ITEM_2110,ITEM_2897,1
ITEM_1336,ITEM_3363,1
ITEM_1630,ITEM_862,1
ITEM_1210,ITEM_511,1
ITEM_2835,ITEM_3784,1
ITEM_3639,ITEM_802,1
ITEM_1946,ITEM_2224,1
ITEM_1505,ITEM_3838,1
ITEM_4485,ITEM_4792,1
ITEM_2175,ITEM_2480,1
ITEM_271,ITEM_604,1
ITEM_225,ITEM_4231,1
ITEM_2390,ITEM_3129,1
ITEM_3035,ITEM_3514,1
ITEM_2759,ITEM_3484,1
ITEM_3802,ITEM_653,1
ITEM_1844,ITEM_3505,1
ITEM_540,ITEM_996,1
ITEM_1709,ITEM_2229,1
ITEM_1816,ITEM_3750,1
ITEM_1456,ITEM_1859,1
ITEM_2502,ITEM_500,1
ITEM_3595,ITEM_4064,1
ITEM_3540,ITEM_4442,1
ITEM_3874,ITEM_862,1
ITEM_3956,ITEM_510,1
ITEM_2396,ITEM_3496,1
ITEM_264,ITEM_4769,1
ITEM_1079,ITEM_4452,1
ITEM_1808,ITEM_233,1
ITEM_3398,ITEM_652,1
ITEM_1210,ITEM_670,1
ITEM_1347,ITEM_2106,1
ITEM_144,ITEM_1534,1
ITEM_1350,ITEM_2541,1
ITEM_1280,ITEM_3906,1
ITEM_374,ITEM_4616,1
ITEM_1761,ITEM_4797,1
ITEM_3690,ITEM_4221,1
ITEM_1394,ITEM_352,2
ITEM_1606,ITEM_469,1
ITEM_1924,ITEM_1973,1
ITEM_2780,ITEM_4299,1
ITEM_181,ITEM_3323,1
ITEM_3965,ITEM_816,1
ITEM_1585,ITEM_3562,1
ITEM_3623,ITEM_4149,1
ITEM_1117,ITEM_2529,1
ITEM_3887,ITEM_844,1
ITEM_2902,ITEM_462,1
ITEM_3658,ITEM_674,1
ITEM_3604,ITEM_4540,1
ITEM_1291,ITEM_2212,1
ITEM_2351,ITEM_4412,1
ITEM_2021,ITEM_2513,1
ITEM_3393,ITEM_767,1
ITEM_3818,ITEM_4730,1
ITEM_2394,ITEM_995,1
ITEM_1409,ITEM_4328,1
ITEM_382,ITEM_4063,1
ITEM_126,ITEM_2366,1
ITEM_1571,ITEM_2003,1
ITEM_2119,ITEM_345,1
ITEM_2798,ITEM_4768,1
ITEM_1488,ITEM_459,1
ITEM_1081,ITEM_996,1
ITEM_1830,ITEM_2789,1
ITEM_1525,ITEM_1986,1
ITEM_2704,ITEM_2968,1
ITEM_3013,ITEM_4748,1
ITEM_3083,ITEM_3251,1
ITEM_3207,ITEM_335,1
ITEM_4148,ITEM_4935,1
ITEM_2101,ITEM_2364,1
ITEM_1029,ITEM_540,1
ITEM_3161,ITEM_4704,1
ITEM_174,ITEM_2727,1
ITEM_1736,ITEM_2250,1
ITEM_3612,ITEM_4020,1
ITEM_4265,ITEM_4952,1
ITEM_2931,ITEM_513,1
ITEM_3598,ITEM_968,1
ITEM_3429,ITEM_4083,1
ITEM_2236,ITEM_3144,1
ITEM_1632,ITEM_4411,1
ITEM_3346,ITEM_991,1
ITEM_4530,ITEM_4861,1
ITEM_3767,ITEM_3966,1
ITEM_1048,ITEM_223,1
ITEM_4496,ITEM_4814,1
ITEM_2605,ITEM_2639,1
ITEM_3106,ITEM_4233,1
ITEM_1270,ITEM_843,1
ITEM_2105,ITEM_2631,1
ITEM_2687,ITEM_3180,1
ITEM_2971,ITEM_3186,1
ITEM_3535,ITEM_4376,1
ITEM_1571,ITEM_2248,1
ITEM_1299,ITEM_4066,1
ITEM_4812,ITEM_719,1
ITEM_2509,ITEM_2767,1
ITEM_1804,ITEM_4677,1
ITEM_21,ITEM_4192,1
ITEM_3493,ITEM_55,1
ITEM_2127,ITEM_3156,1
ITEM_2651,ITEM_627,1
ITEM_1910,ITEM_99,1
ITEM_1300,ITEM_534,1
ITEM_1635,ITEM_4259,1
ITEM_1882,ITEM_3572,1
ITEM_1544,ITEM_1862,1
ITEM_1266,ITEM_4665,1
ITEM_122,ITEM_1710,1
ITEM_668,ITEM_877,1
ITEM_3250,ITEM_4147,1
ITEM_1026,ITEM_1572,1
ITEM_1238,ITEM_2617,1
ITEM_1927,ITEM_4729,1
ITEM_2622,ITEM_3802,1
ITEM_107,ITEM_4827,1
ITEM_3392,ITEM_3801,1
ITEM_2146,ITEM_3601,1
ITEM_2109,ITEM_455,1
ITEM_3311,ITEM_4524,1
ITEM_2163,ITEM_4273,1
ITEM_1936,ITEM_3812,1
ITEM_1195,ITEM_4722,1
ITEM_151,ITEM_478,1
ITEM_1517,ITEM_3189,1
ITEM_145,ITEM_1471,1
ITEM_1022,ITEM_139,1
ITEM_2587,ITEM_2778,1
ITEM_2912,ITEM_3528,1
ITEM_1449,ITEM_1548,1
ITEM_3824,ITEM_916,1
ITEM_2444,ITEM_3488,1
ITEM_3817,ITEM_4060,1
ITEM_1140,ITEM_2907,1
ITEM_1130,ITEM_585,1
ITEM_2775,ITEM_4563,1
ITEM_437,ITEM_4708,1
ITEM_1152,ITEM_3666,1
ITEM_4358,ITEM_99,1
ITEM_4494,ITEM_4615,1
ITEM_3620,ITEM_4945,1
ITEM_1410,ITEM_3048,1
ITEM_4009,ITEM_484,1
ITEM_1246,ITEM_1549,1
ITEM_1380,ITEM_2447,1
ITEM_2067,ITEM_2650,1
ITEM_3291,ITEM_3639,1
ITEM_3286,ITEM_4283,1
ITEM_106,ITEM_3686,1
ITEM_2423,ITEM_3957,1
ITEM_3086,ITEM_3751,1
ITEM_1613,ITEM_2788,1
ITEM_1191,ITEM_179,1
ITEM_1849,ITEM_2987,1
ITEM_3031,ITEM_4730,1
ITEM_1043,ITEM_1299,1
ITEM_4008,ITEM_4091,1
ITEM_4089,ITEM_4862,1
ITEM_278,ITEM_4639,1
ITEM_1094,ITEM_4822,1
ITEM_3919,ITEM_617,1
ITEM_1781,ITEM_4027,1
ITEM_1728,ITEM_3606,1
ITEM_359,ITEM_4183,1
ITEM_3759,ITEM_3858,1
ITEM_4365,ITEM_863,1
ITEM_3078,ITEM_4946,1
ITEM_1643,ITEM_3699,1
ITEM_3271,ITEM_4162,1
ITEM_3526,ITEM_900,1
ITEM_2900,ITEM_4163,1
ITEM_4334,ITEM_4369,1
ITEM_2406,ITEM_3218,1
ITEM_4500,ITEM_64,1
ITEM_3227,ITEM_452,1
ITEM_4310,ITEM_4653,1
ITEM_2511,ITEM_4765,1
ITEM_4316,ITEM_499,1
ITEM_4172,ITEM_712,1
ITEM_3656,ITEM_4193,1
ITEM_1668,ITEM_4623,1
ITEM_1316,ITEM_3688,1
ITEM_1779,ITEM_860,1
ITEM_1436,ITEM_3034,1
ITEM_2881,ITEM_3809,1
ITEM_1775,ITEM_2015,1
ITEM_2885,ITEM_4900,1
ITEM_1276,ITEM_2929,1
ITEM_2154,ITEM_2638,1
ITEM_3378,ITEM_3954,1
ITEM_443,ITEM_4835,1
ITEM_1634,ITEM_712,1
ITEM_3841,ITEM_549,1
ITEM_2741,ITEM_604,1
ITEM_1676,ITEM_863,1
ITEM_1027,ITEM_4591,1
ITEM_2640,ITEM_402,1
ITEM_3937,ITEM_926,1
ITEM_1834,ITEM_1901,1
ITEM_3264,ITEM_746,2
ITEM_3159,ITEM_488,1
ITEM_1993,ITEM_995,1
ITEM_3170,ITEM_3183,1
ITEM_1749,ITEM_1975,1
ITEM_1612,ITEM_1939,1
ITEM_1854,ITEM_3500,1
ITEM_1816,ITEM_2696,1
ITEM_4558,ITEM_832,1
ITEM_3003,ITEM_850,1
ITEM_2552,ITEM_76,1
ITEM_3631,ITEM_3837,1
ITEM_1266,ITEM_2890,1
ITEM_1482,ITEM_4325,1
ITEM_1713,ITEM_922,1
ITEM_4215,ITEM_632,1
ITEM_1073,ITEM_3529,1
ITEM_4114,ITEM_4776,1
ITEM_2201,ITEM_366,1
ITEM_1224,ITEM_2317,1
ITEM_2895,ITEM_3159,1
ITEM_2265,ITEM_3121,1
ITEM_1998,ITEM_700,1
ITEM_1311,ITEM_2879,1
ITEM_2093,ITEM_3461,1
ITEM_505,ITEM_90,1
ITEM_2493,ITEM_4319,1
ITEM_2435,ITEM_4657,1
ITEM_4596,ITEM_488,1
ITEM_2517,ITEM_966,1
ITEM_383,ITEM_4628,1
ITEM_4619,ITEM_4954,1
ITEM_3193,ITEM_3261,1
ITEM_3596,ITEM_4824,1
ITEM_1,ITEM_2195,1
ITEM_18,ITEM_20,1
ITEM_2378,ITEM_3310,1
ITEM_4550,ITEM_974,1
ITEM_4836,ITEM_4865,1
ITEM_3038,ITEM_813,1
ITEM_2670,ITEM_4530,1
ITEM_3477,ITEM_4522,1
ITEM_2781,ITEM_957,1
ITEM_164,ITEM_4366,1
ITEM_2260,ITEM_3235,1
ITEM_1331,ITEM_3311,1
ITEM_1434,ITEM_3254,1
ITEM_1287,ITEM_3752,1
ITEM_2633,ITEM_838,1
ITEM_2980,ITEM_478,1
ITEM_1934,ITEM_3696,1
ITEM_4132,ITEM_4386,1
ITEM_2279,ITEM_4818,1
ITEM_2285,ITEM_2839,1
ITEM_1927,ITEM_4773,1
ITEM_4815,ITEM_738,1
ITEM_2011,ITEM_887,1
ITEM_4631,ITEM_473,1
ITEM_1530,ITEM_4128,1
ITEM_2354,ITEM_452,1
ITEM_2303,ITEM_4041,1
ITEM_1486,ITEM_4248,1
ITEM_1256,ITEM_4689,1
ITEM_2802,ITEM_4821,1
ITEM_3444,ITEM_4067,1
ITEM_1083,ITEM_2625,1
ITEM_3987,ITEM_4612,1
ITEM_2968,ITEM_4059,1
ITEM_4067,ITEM_4289,1
ITEM_2795,ITEM_2866,1
ITEM_1801,ITEM_4729,1
ITEM_1725,ITEM_1876,1
ITEM_3466,ITEM_3786,1
ITEM_3802,ITEM_4216,1
ITEM_210,ITEM_3948,1
ITEM_2791,ITEM_4040,1
ITEM_1662,ITEM_583,1
ITEM_3732,ITEM_4820,1
ITEM_2803,ITEM_2939,1
ITEM_18,ITEM_422,1
ITEM_2153,ITEM_472,1
ITEM_2326,ITEM_2884,1
ITEM_2558,ITEM_4019,1
ITEM_4753,ITEM_549,1
ITEM_17,ITEM_3656,1
ITEM_1627,ITEM_422,1
ITEM_14,ITEM_1454,1
ITEM_1383,ITEM_1818,1
ITEM_1571,ITEM_3941,1
ITEM_4871,ITEM_4973,1
ITEM_423,ITEM_766,1
ITEM_1045,ITEM_3949,1
ITEM_3915,ITEM_530,1
ITEM_1138,ITEM_843,1
ITEM_2017,ITEM_4421,1
ITEM_4246,ITEM_4341,1
ITEM_2348,ITEM_4176,1
ITEM_2236,ITEM_983,1
ITEM_2808,ITEM_4985,1
ITEM_2145,ITEM_772,1
ITEM_1113,ITEM_1501,1
ITEM_1916,ITEM_4846,1
ITEM_292,ITEM_3898,1
ITEM_2111,ITEM_379,1
ITEM_1145,ITEM_144,1
ITEM_2836,ITEM_4409,1
ITEM_4256,ITEM_4510,1
ITEM_4506,ITEM_4518,1
ITEM_3129,ITEM_3277,1
ITEM_2845,ITEM_4245,1
ITEM_4099,ITEM_854,1
ITEM_2350,ITEM_575,1
ITEM_2217,ITEM_796,1
ITEM_4024,ITEM_4037,1
ITEM_781,ITEM_907,1
ITEM_1333,ITEM_403,1
ITEM_4099,ITEM_4342,1
ITEM_4791,ITEM_664,1
ITEM_2123,ITEM_4517,1
ITEM_200,ITEM_2560,1
ITEM_3595,ITEM_722,1
ITEM_267,ITEM_4875,1
ITEM_3389,ITEM_4338,1
ITEM_3748,ITEM_815,1
ITEM_1265,ITEM_4911,1
ITEM_1989,ITEM_2241,1
ITEM_1478,ITEM_2031,1
ITEM_2780,ITEM_3771,1
ITEM_2677,ITEM_645,1
ITEM_1001,ITEM_1774,1
