item_1,item_2,frequency
ITEM_335,ITEM_4627,1
ITEM_1193,ITEM_709,1
ITEM_4764,ITEM_787,1
ITEM_4779,ITEM_4804,1
ITEM_1618,ITEM_965,1
ITEM_375,ITEM_521,1
ITEM_1764,ITEM_2369,1
ITEM_4475,ITEM_968,1
ITEM_3293,ITEM_727,1
ITEM_1010,ITEM_285,1
ITEM_1279,ITEM_2067,1
ITEM_3716,ITEM_4883,1
ITEM_210,ITEM_524,1
ITEM_3279,ITEM_796,1
ITEM_2299,ITEM_3069,1
ITEM_3714,ITEM_4334,1
ITEM_1349,ITEM_4677,1
ITEM_3785,ITEM_4734,1
ITEM_4205,ITEM_4268,1
ITEM_1180,ITEM_402,1
ITEM_1280,ITEM_496,1
ITEM_1528,ITEM_3068,1
ITEM_3833,ITEM_4462,1
ITEM_1254,ITEM_1609,1
ITEM_1425,ITEM_4103,1
ITEM_2325,ITEM_4647,1
ITEM_1121,ITEM_4948,1
ITEM_4063,ITEM_4165,1
ITEM_3351,ITEM_655,1
ITEM_4345,ITEM_4684,1
ITEM_1920,ITEM_3655,1
ITEM_4268,ITEM_879,1
ITEM_1140,ITEM_1973,1
ITEM_3112,ITEM_4031,1
ITEM_2005,ITEM_3396,1
ITEM_4004,ITEM_4176,1
ITEM_2143,ITEM_4654,1
ITEM_3154,ITEM_328,1
ITEM_1258,ITEM_1936,1
ITEM_1138,ITEM_288,1
ITEM_1079,ITEM_4341,1
ITEM_1629,ITEM_174,1
ITEM_2255,ITEM_3860,1
ITEM_1422,ITEM_2021,1
ITEM_2792,ITEM_798,1
ITEM_3842,ITEM_4447,1
ITEM_1893,ITEM_195,1
ITEM_1652,ITEM_3158,1
ITEM_3199,ITEM_345,1
ITEM_1797,ITEM_427,1
ITEM_1849,ITEM_674,1
ITEM_2549,ITEM_3503,1
ITEM_2962,ITEM_890,1
ITEM_2696,ITEM_3346,1
ITEM_4666,ITEM_4808,1
ITEM_3749,ITEM_3887,1
ITEM_451,ITEM_4841,1
ITEM_2214,ITEM_4200,1
ITEM_4376,ITEM_457,1
ITEM_15,ITEM_3671,1
ITEM_156,ITEM_2392,1
ITEM_3067,ITEM_4445,1
ITEM_3450,ITEM_4893,1
ITEM_2564,ITEM_3498,1
ITEM_878,ITEM_89,1
ITEM_1287,ITEM_4377,1
ITEM_1088,ITEM_4401,1
ITEM_1309,ITEM_3533,1
ITEM_2163,ITEM_2755,1
ITEM_2644,ITEM_313,1
ITEM_1957,ITEM_4866,1
ITEM_1298,ITEM_4504,1
ITEM_2074,ITEM_2352,1
ITEM_4402,ITEM_4531,1
ITEM_4081,ITEM_4216,1
ITEM_2579,ITEM_3538,1
ITEM_1865,ITEM_4037,1
ITEM_4109,ITEM_4884,1
ITEM_2612,ITEM_4247,1
ITEM_1132,ITEM_4564,1
ITEM_1080,ITEM_3389,1
ITEM_1420,ITEM_2010,1
ITEM_1639,ITEM_4666,1
ITEM_1358,ITEM_4138,1
ITEM_1204,ITEM_4609,1
ITEM_2768,ITEM_994,1
ITEM_4721,ITEM_4809,1
ITEM_130,ITEM_3774,1
ITEM_3233,ITEM_4419,1
ITEM_1069,ITEM_2338,1
ITEM_4748,ITEM_4927,1
ITEM_3510,ITEM_455,1
ITEM_1454,ITEM_2361,1
ITEM_1529,ITEM_2937,1
ITEM_1848,ITEM_3670,1
ITEM_1993,ITEM_462,1
ITEM_1798,ITEM_195,1
ITEM_1149,ITEM_2032,1
ITEM_3260,ITEM_3616,1
ITEM_4062,ITEM_891,1
ITEM_3719,ITEM_4881,1
ITEM_107,ITEM_2409,1
ITEM_4244,ITEM_4375,1
ITEM_1820,ITEM_1906,1
ITEM_2054,ITEM_2812,1
ITEM_2245,ITEM_4410,1
ITEM_1257,ITEM_297,1
ITEM_1257,ITEM_523,1
ITEM_3363,ITEM_4049,1
ITEM_1560,ITEM_4089,1
ITEM_4068,ITEM_4693,1
ITEM_1705,ITEM_3918,1
ITEM_1093,ITEM_563,1
ITEM_263,ITEM_896,1
ITEM_2111,ITEM_3011,1
ITEM_2855,ITEM_497,1
ITEM_2227,ITEM_3146,1
