item_1,item_2,frequency
ITEM_2246,ITEM_4574,1
ITEM_2382,ITEM_61,1
ITEM_1326,ITEM_4635,1
ITEM_3397,ITEM_851,1
ITEM_2860,ITEM_4492,1
ITEM_1296,ITEM_1906,1
ITEM_4990,ITEM_982,1
ITEM_1278,ITEM_297,1
ITEM_2336,ITEM_3718,1
ITEM_2051,ITEM_2962,1
ITEM_1858,ITEM_3759,1
ITEM_4924,ITEM_836,1
ITEM_1328,ITEM_4787,1
ITEM_2851,ITEM_4044,1
ITEM_1445,ITEM_4311,1
ITEM_1899,ITEM_4069,1
ITEM_3030,ITEM_4648,1
ITEM_2891,ITEM_3243,1
ITEM_2194,ITEM_383,1
ITEM_2696,ITEM_4224,1
ITEM_2569,ITEM_263,1
ITEM_57,ITEM_705,1
ITEM_2670,ITEM_3384,1
ITEM_1404,ITEM_3669,1
ITEM_1387,ITEM_3604,1
ITEM_2334,ITEM_302,1
ITEM_1674,ITEM_2310,1
ITEM_3762,ITEM_4010,1
ITEM_3145,ITEM_3179,1
ITEM_2295,ITEM_3833,1
ITEM_102,ITEM_1541,1
ITEM_1220,ITEM_133,1
ITEM_1852,ITEM_783,1
ITEM_60,ITEM_675,1
ITEM_1340,ITEM_4524,1
ITEM_1404,ITEM_3833,1
ITEM_1902,ITEM_4940,1
ITEM_1087,ITEM_1713,1
ITEM_2240,ITEM_3246,1
ITEM_1902,ITEM_3633,1
ITEM_2075,ITEM_341,1
ITEM_3451,ITEM_363,1
ITEM_4520,ITEM_4875,1
ITEM_2760,ITEM_4194,1
ITEM_1070,ITEM_497,1
ITEM_4927,ITEM_547,1
ITEM_3554,ITEM_91,1
ITEM_2512,ITEM_2669,1
ITEM_1284,ITEM_3998,1
ITEM_2636,ITEM_4586,1
ITEM_3565,ITEM_3944,1
ITEM_1574,ITEM_4392,1
ITEM_1680,ITEM_447,1
ITEM_2461,ITEM_4352,1
ITEM_65,ITEM_941,1
ITEM_3112,ITEM_3977,1
ITEM_4226,ITEM_520,1
ITEM_3700,ITEM_3879,1
ITEM_2267,ITEM_656,1
ITEM_2667,ITEM_487,1
ITEM_4644,ITEM_4849,1
ITEM_2746,ITEM_3547,1
ITEM_1257,ITEM_344,1
ITEM_2671,ITEM_3984,1
ITEM_3443,ITEM_4317,1
ITEM_1526,ITEM_1791,1
ITEM_3296,ITEM_826,1
ITEM_2584,ITEM_3342,1
ITEM_2327,ITEM_3051,1
ITEM_1539,ITEM_1913,1
ITEM_1541,ITEM_654,1
ITEM_1524,ITEM_3478,1
ITEM_3583,ITEM_892,1
ITEM_2876,ITEM_3934,1
ITEM_3844,ITEM_4668,1
ITEM_1974,ITEM_4925,1
ITEM_4329,ITEM_473,1
ITEM_4122,ITEM_4603,1
ITEM_1152,ITEM_3218,1
ITEM_2268,ITEM_540,1
ITEM_2660,ITEM_553,1
ITEM_3897,ITEM_495,1
ITEM_2026,ITEM_4145,1
ITEM_3113,ITEM_3535,1
ITEM_2986,ITEM_616,1
ITEM_1849,ITEM_2541,1
ITEM_1639,ITEM_2879,1
ITEM_1039,ITEM_1639,1
ITEM_19,ITEM_2375,1
ITEM_2548,ITEM_525,1
ITEM_1788,ITEM_2498,1
ITEM_3044,ITEM_3585,1
ITEM_2163,ITEM_847,1
ITEM_3265,ITEM_4981,1
ITEM_471,ITEM_651,1
ITEM_3581,ITEM_4482,1
ITEM_4016,ITEM_4543,1
ITEM_135,ITEM_2227,1
ITEM_1529,ITEM_4376,1
ITEM_2691,ITEM_87,1
ITEM_415,ITEM_4735,1
ITEM_2424,ITEM_4053,1
ITEM_237,ITEM_3441,1
ITEM_4083,ITEM_744,1
ITEM_3883,ITEM_713,1
ITEM_3747,ITEM_397,1
ITEM_3146,ITEM_652,1
ITEM_1540,ITEM_2957,1
ITEM_3326,ITEM_4435,1
ITEM_2559,ITEM_4048,1
ITEM_1249,ITEM_1477,1
ITEM_1161,ITEM_2774,1
ITEM_3148,ITEM_4455,1
ITEM_3932,ITEM_486,1
ITEM_1826,ITEM_264,1
ITEM_3879,ITEM_614,1
ITEM_4426,ITEM_967,1
