item_1,item_2,frequency
ITEM_1127,ITEM_4236,1
ITEM_2067,ITEM_4497,1
ITEM_3306,ITEM_3534,1
ITEM_181,ITEM_788,1
ITEM_1684,ITEM_2065,1
ITEM_2985,ITEM_4178,1
ITEM_1249,ITEM_4925,1
ITEM_2571,ITEM_3081,1
ITEM_1857,ITEM_96,1
ITEM_3638,ITEM_3922,1
ITEM_4688,ITEM_4789,1
ITEM_3073,ITEM_3587,1
ITEM_2915,ITEM_3647,1
ITEM_4200,ITEM_560,1
ITEM_1732,ITEM_262,1
ITEM_4252,ITEM_874,1
ITEM_1101,ITEM_3570,1
ITEM_102,ITEM_1566,1
ITEM_3252,ITEM_3842,1
ITEM_2148,ITEM_3001,1
ITEM_3975,ITEM_944,1
ITEM_1965,ITEM_3306,1
ITEM_1821,ITEM_4572,1
ITEM_2177,ITEM_3664,1
ITEM_2235,ITEM_3125,1
ITEM_4469,ITEM_916,1
ITEM_1762,ITEM_2379,1
ITEM_144,ITEM_2464,1
ITEM_1861,ITEM_443,1
ITEM_514,ITEM_953,1
ITEM_1093,ITEM_3528,1
ITEM_1665,ITEM_438,1
ITEM_3451,ITEM_4551,1
ITEM_2544,ITEM_3276,1
ITEM_3536,ITEM_4617,1
ITEM_1742,ITEM_3771,1
ITEM_4095,ITEM_4645,1
ITEM_3787,ITEM_4976,1
ITEM_3097,ITEM_3656,1
ITEM_225,ITEM_3822,1
ITEM_2119,ITEM_335,1
ITEM_3140,ITEM_3746,1
ITEM_2991,ITEM_507,1
ITEM_2389,ITEM_3922,1
ITEM_1576,ITEM_429,1
ITEM_1604,ITEM_1664,1
ITEM_4293,ITEM_785,1
ITEM_1652,ITEM_3764,1
ITEM_2527,ITEM_4078,1
ITEM_4802,ITEM_697,1
ITEM_4918,ITEM_647,1
ITEM_2127,ITEM_4307,1
ITEM_2259,ITEM_2573,1
ITEM_4109,ITEM_483,1
ITEM_2624,ITEM_746,1
ITEM_2291,ITEM_3118,1
ITEM_4127,ITEM_4372,1
ITEM_4686,ITEM_686,1
ITEM_1439,ITEM_469,1
ITEM_1160,ITEM_988,1
ITEM_166,ITEM_3978,1
ITEM_1984,ITEM_4150,1
ITEM_4103,ITEM_557,1
ITEM_2332,ITEM_3497,1
ITEM_1032,ITEM_3687,1
ITEM_1017,ITEM_3904,1
ITEM_301,ITEM_3891,2
ITEM_1391,ITEM_4321,1
ITEM_1835,ITEM_3515,1
ITEM_453,ITEM_939,1
ITEM_1077,ITEM_470,1
ITEM_413,ITEM_491,1
ITEM_1287,ITEM_3147,1
ITEM_1771,ITEM_643,1
ITEM_2314,ITEM_2821,1
ITEM_1797,ITEM_2529,1
ITEM_2930,ITEM_3805,1
ITEM_2232,ITEM_3207,1
ITEM_514,ITEM_559,1
ITEM_1851,ITEM_4781,1
ITEM_1679,ITEM_602,1
ITEM_1056,ITEM_1635,1
ITEM_4478,ITEM_4622,1
ITEM_3543,ITEM_834,1
ITEM_2758,ITEM_3655,1
ITEM_2740,ITEM_3215,1
ITEM_1017,ITEM_3577,1
ITEM_4083,ITEM_4337,1
ITEM_1972,ITEM_4439,1
ITEM_1046,ITEM_4208,1
ITEM_4035,ITEM_4214,1
ITEM_1918,ITEM_4210,1
ITEM_1340,ITEM_1724,1
ITEM_3562,ITEM_4471,1
