item_1,item_2,frequency
ITEM_1437,ITEM_4547,1
ITEM_1445,ITEM_2784,1
ITEM_4326,ITEM_4768,1
ITEM_155,ITEM_4665,1
ITEM_1039,ITEM_110,1
ITEM_2541,ITEM_568,1
ITEM_1212,ITEM_1894,1
ITEM_1330,ITEM_4588,1
ITEM_2608,ITEM_3304,1
ITEM_1246,ITEM_3780,1
ITEM_3670,ITEM_4152,1
ITEM_4152,ITEM_653,1
ITEM_1082,ITEM_751,1
ITEM_2055,ITEM_803,1
ITEM_1154,ITEM_2460,1
ITEM_2935,ITEM_4647,1
ITEM_1895,ITEM_4606,1
ITEM_2489,ITEM_2925,1
ITEM_1193,ITEM_213,1
ITEM_1998,ITEM_3312,1
ITEM_1773,ITEM_671,1
ITEM_3022,ITEM_68,1
ITEM_3755,ITEM_848,1
ITEM_3826,ITEM_752,1
ITEM_2745,ITEM_4421,1
ITEM_3143,ITEM_4411,1
ITEM_1181,ITEM_318,1
ITEM_3181,ITEM_4797,1
ITEM_4142,ITEM_4404,1
ITEM_2719,ITEM_4957,1
ITEM_1370,ITEM_1691,1
ITEM_1296,ITEM_1414,1
ITEM_2890,ITEM_80,1
ITEM_1213,ITEM_601,1
ITEM_2748,ITEM_654,1
ITEM_1479,ITEM_341,1
ITEM_276,ITEM_798,1
ITEM_218,ITEM_854,1
ITEM_2893,ITEM_934,1
ITEM_2281,ITEM_304,1
ITEM_3186,ITEM_799,1
ITEM_3358,ITEM_4146,1
ITEM_245,ITEM_3996,1
ITEM_4706,ITEM_477,1
ITEM_1989,ITEM_4949,1
ITEM_3149,ITEM_4640,1
ITEM_3149,ITEM_4655,1
ITEM_1188,ITEM_1955,1
ITEM_3103,ITEM_753,1
ITEM_4063,ITEM_4456,1
ITEM_2296,ITEM_316,1
ITEM_3049,ITEM_947,1
ITEM_2413,ITEM_4623,1
ITEM_1373,ITEM_3195,1
ITEM_1685,ITEM_1988,1
ITEM_1588,ITEM_2522,1
ITEM_3109,ITEM_3399,1
ITEM_1266,ITEM_4485,1
ITEM_4035,ITEM_4591,1
ITEM_1082,ITEM_4314,1
ITEM_1072,ITEM_4794,1
ITEM_2544,ITEM_4700,1
ITEM_3279,ITEM_4320,1
ITEM_1967,ITEM_572,1
ITEM_2944,ITEM_4407,1
ITEM_1087,ITEM_2632,1
ITEM_2636,ITEM_583,1
ITEM_2063,ITEM_3744,1
ITEM_2999,ITEM_3325,1
ITEM_221,ITEM_4905,1
ITEM_3475,ITEM_4334,1
